lan_code,sentence
rus,Он вор.
rus,Я ничего не знаю о её семье.
rus,Он хочет деньги.
rus,Когда я могу навестить тебя?
rus,"Это правда, что он выиграл первый приз."
rus,Она одета полностью в белое для свадьбы.
rus,Во сколько ты вернулся домой?
rus,Ты по мне скучаешь?
rus,"Дай мне знать, в какие дни ты можешь прийти."
rus,"Мой отец слишком стар, чтобы работать."
rus,Её волосы длинные и красивые.
rus,Мы были потрясены её голосом.
rus,"К моему удивлению, он отказался от моего предложения."
rus,"Я попросил его ответить мне сразу после того, как он получит моё письмо."
rus,Фильм уже начался?
rus,Неудача вызвана его бездействием.
rus,Эта коробка сделана из бумаги.
rus,Богатые не всегда счастливы.
rus,Мы должны очистить крышу от снега.
rus,У девушки на шее шарф.
rus,Я слушал новости по радио.
rus,Автобус доставил нас из аэропорта в город.
rus,Метафорический смысл уже не в ходу.
rus,Мы обсуждали проблему до поздней ночи.
rus,"Я не догадывался о важности этого документа, пока Вы мне об этом не сообщили."
rus,"Говорят, он больше не ребёнок."
rus,Отсюда восемь миль до Лондона.
rus,Мне не нравится его дерзкая манера говорить.
rus,"О, просто заполните этот бланк."
rus,Событие не допускало иного толкования.
rus,Какой сильный ветер!
rus,"Моя мать была в то время моложе, чем я сейчас."
rus,Я шёл бесцельно по улице.
rus,Ким живёт с Кеном.
rus,"Он никогда не говорит спасибо, несмотря на всё, что я для него сделал."
rus,"Когда я вошёл в кафе, я увидел там двух молодых людей, которые смотрели соревнования по борьбе по телевизору."
rus,Бурбон производят из зерна.
rus,"О да, правильно. Я должен был встретиться с друзьями в Сибуе сегодня в восемь вечера."
rus,Музыка является универсальным языком.
rus,"Грузовые вагоны сошли с рельсов, и движение поездов на линии Тюо было приостановлено."
rus,"Он рядом с машиной? ""Нет, он в машине""."
rus,"Это была причина, по которой он поступил в университет."
rus,Боюсь я буду занят до конца экзаменирования.
rus,"Хорошо известно, что этот город имеет высокий уровень преступности."
rus,Какой город является столицей Финляндии?
rus,"Вы говорите так быстро, что я ни слова не понимаю."
rus,Верхушка дерева на одном уровне с забором.
rus,"Должно быть, опасно плавать в этом быстром потоке."
rus,400000 галлонов нефти вылились из магистрали.
rus,Все студенты примут участие в спектакле.
rus,Эта печальная история отозвалась в моём сердце болью.
rus,"Мы надеемся, что вы понимаете, в каких тяжёлых условиях мы работаем."
rus,Фирма хочет нанять на работу двадцать человек.
rus,Этот большой диван будет неуместен в маленькой комнате.
rus,"Мэри, это брат Джо - Давид."
rus,Я уже прочитал эту книгу.
rus,У девочки нет матери.
rus,"Парадокс спорта в том, что он как сплачивает, так и разделяет."
rus,Этот купальный костюм сделан из эластичного материала.
rus,"В тот момент, когда она услышала новость, она побледнела."
rus,У Билла много оригинальных идей.
rus,"Я не мог решить, какую дорогу выбрать."
rus,Вы не умеете ездить на лошади.
rus,"Джимми, завтрак готов. Спускайся."
rus,Замок отреставрирован и открыт для посетителей.
rus,"Я чувствую себя, как будто очнулся от ночного кошмара."
rus,"Телевидение может быть важным источником культуры, и его образовательные передачи ценятся во многих школах."
rus,Эта книга напечатана в Англии.
rus,Где я могу купить тот журнал?
rus,Какие блюда японской кухни вам нравятся?
rus,"Дайте мне ключ, и я раскрою Вселенную."
rus,Было очень ветрено.
rus,Эти трусы надо выжать.
rus,Лаборатория имеет самое современное оборудование.
rus,Давай проверим это потом.
rus,Боб прав?
rus,Ты должен победить свою боязнь темноты.
rus,Такуя сказал мне начинать немедленно.
rus,Я в ответе за этот провал.
rus,"Когда читаешь книгу на английском, плохая идея искать перевод каждого слова, которого не знаешь."
rus,Ей наконец пришла в голову хорошая идея.
rus,Церковь была построена сотни лет назад.
rus,Мы распродали все джинсы.
rus,Автобус останавливается в каждой деревне.
rus,Ты доверяешь ему полностью.
rus,Эта вода хороша на вкус.
rus,Я возьму эти розы.
rus,"Я читал журнал уже некоторое время, когда она пришла."
rus,"Пожалуйста, подождите здесь немного."
rus,Какие у вас дела в Штатах?
rus,Он потерял зрение в результате несчастного случая.
rus,В девять я обычно сплю.
rus,"Ты можешь плавать значительно лучше, чем он."
rus,Я хочу намного больше.
rus,"Это хорошая гипотеза, она объясняет много вещей."
rus,Что за парень.
rus,Двери с левой стороны будут открыты.
rus,Том лежит в постели больной.
rus,Душ сломан.
rus,Моя сестра старше моего брата.
rus,Небо было светлым и чистым.
rus,Она наша соседка.
rus,Он очень боится своей матери.
rus,"Твой отец был в Париже, не так ли?"
rus,Он сегодня отдыхает.
rus,Мы счастливы.
rus,"Утро наступило, длинная ночь закончилась."
rus,"Похоже, она жила рядом с озером."
rus,Барселона - столица Каталонии и второй по величине город в Испании.
rus,"Он сказал матери, что будет заниматься завтра."
rus,С какого пути отправляется поезд на Хигаси-Какогава?
rus,Я действительно могу купить это по такой цене?
rus,Она всегда одевается старомодно.
rus,"Она всегда носит одежду, которая вышла из моды."
rus,Пойдём проведаем её!
rus,Мы не знаем ее.
rus,У Билла много друзей.
rus,Он погиб в результате крушения поезда.
rus,"С моей точки зрения, он прав."
rus,"Там есть маршрутные автобусы, которые останавливаются у нескольких отелей в Токио."
rus,"Я думаю, он надежен."
rus,Мэрилин Монро умерла 33 года назад.
rus,Мне нравится эта собака.
rus,Пивная пена вылилась через край бокала.
rus,"Вы можете добавить предложения, которые вы не знаете, как перевести."
rus,"Я уверен, что люди тебе постоянно задают этот вопрос, но это всё, что приходит сейчас на ум."
rus,Это самый красивый цветок в саду.
rus,"Сидр, пожалуйста."
rus,Было сложно убедить его отменить поезду.
rus,Он доктор по профессии.
rus,"Бетти убила Джейн, пока она пела."
rus,Он попросил генерала отменить приказ.
rus,"Он занял денег в банке, чтобы купить новый дом."
rus,"Она вернётся домой в воскресенье, то есть десятого."
rus,Она хорошо выглядит сегодня.
rus,Давайте начнем с того вопроса.
rus,"Проснись в 7, пожалуйста."
rus,У тебя есть сестры?
rus,У Вас есть сестры?
rus,Я закончил писать отчет.
rus,Вы одобряете или не одобряете мой проект?
rus,Ты одобряешь или не одобряешь мой проект?
rus,Вы учитель или студент?
rus,Большое животное сбежало из зоопарка.
rus,Все за работу!
rus,"Ты не поможешь мне, Таро?"
rus,"То, что у тебя занимает три дня, у меня занимает столько же недель."
rus,Красные линии на карте обозначают железную дорогу.
rus,"Если верить этому путеводителю, это самый лучший ресторан здесь."
rus,"Мне кажется, ты неправ."
rus,Ребенок может ходить.
rus,Этот металл называется цинк.
rus,Это очень странное письмо.
rus,В какое время такси поедет в аэропорт?
rus,Становится теплее и теплее.
rus,Я хочу гораздо больше.
rus,"Чтение для ума то же самое, что и пища для тела."
rus,Ты купил это на черном рынке?
rus,День рождения Тома - послезавтра.
rus,Ты видел когда-нибудь НЛО?
rus,Он проверяет двигатель каждый день.
rus,Он выполняет проверку двигателя каждый день.
rus,Ах ты ж ебаный ж ты нахуй!!!
rus,"Сказали, что потеряна связь с самолетом."
rus,"Можешь ли ты сделать так, чтобы она попала в эту телевизионную программу?"
rus,"Можете ли вы сделать так, чтобы она попала в эту телевизионную программу?"
rus,"Даже просто посмотрев на его дом, станет понятно, что он беден."
rus,Почему ты не следуешь его советам?
rus,"Если вы увидите его дом, то вы поймёте, что его хозяин - бедняк."
rus,Даже слуги презирали его.
rus,Я очень по тебе скучаю.
rus,Я очень скучаю по Вам.
rus,Он часто ходит с ней в кино.
rus,"Если бы ты был на моей стороне, мне больше ничего не было бы нужно."
rus,"У моей младшей сестры есть двое сыновей, а это значит, что у меня есть два племянника."
rus,"Жанна д'Арк отвергла требования отказаться от своего убеждения в том, что голос, который она слышала, принадлежал только Богу и никому иному."
rus,Мы пьем всё.
rus,У него синий велосипед.
rus,Он пьян.
rus,Есть здесь поблизости какой-нибудь кинотеатр?
rus,Он бухой.
rus,Он нажрался в гавно.
rus,"Я видел, что ты работаешь, и не мешал тебе."
rus,Где твоя школа?
rus,Совсем немного людей ничего не ест утром.
rus,У меня болит жопа.
rus,Ты завтракаешь дома?
rus,Мой отец очень любит пиццу.
rus,"Коко знает и использует больше чем 500 слов на языке знаков, языке глухих людей."
rus,На столе было четыре кусочка сыра.
rus,"Как бы там ни было, я не прав."
rus,Что происходит?
rus,Только что я слышал выстрел.
rus,Я люблю играть в бейсбол.
rus,"Могу ли я получить скидку, если расплачусь наличными?"
rus,Эти солнцезащитные очки слишком велики.
rus,"Почувствовав себя плохо, он остался дома и не пошел в школу."
rus,"Не спрашивай, о чём они думают. Спрашивай, что они делают."
rus,Ты любишь яблоки?
rus,Я не хотел тревожить тебя.
rus,Эта комната слишком мала для 50 человек.
rus,Сегодня вечером красивая луна.
rus,"Если ты его пригласишь, он, наверное, придет."
rus,Этот размер слишком большой для меня.
rus,"Даже если нам не повезёт с первой попытки - мы можем просто продолжать трахаться, пока я не забеременею."
rus,Что это за хуйня?
rus,"Горячо, бля!"
rus,Отъебись!
rus,Хорошие традиции нужно хранить.
rus,Наполеон повел своё войско в Россию.
rus,"Канада больше, чем Япония."
rus,Из-за невнимательности она въехала на своей машине в столб.
rus,Наша дипломатия и военная стратегия явно противоречили друг другу.
rus,Я принял участие в спортивном мероприятии.
rus,"Он сломал себе руку, играя в футбол."
rus,Он хотел бы принять участие в соревновании.
rus,Он хотел бы принять участие в состязании.
rus,Он был дисквалифицирован во время соревнования.
rus,Он мог достичь замечательных результатов в спорте.
rus,"Девушка дала пощёчину мужчине, который ущипнул её за задницу."
rus,"От старта до финиша, в его поведении не было ничего необычного."
rus,"Насколько мне известно, он виновен."
rus,"Насколько мне известно, он не был втянут в эту аферу."
rus,"Насколько мне известно, он не участвовал в этой мошеннической схеме."
rus,"Насколько мне известно, эти слухи не верны."
rus,Как называется эта рыба по-английски?
rus,"Насколько мне известно, данное химическое вещество не позволяет микробам размножаться."
rus,"Насколько мне известно, во время первого семестра не было никаких проблем."
rus,Тут нечего бояться. Он не нанесёт тебе вреда.
rus,"Насколько я знаю, эта книга никогда не переводилась на японский."
rus,"Он добрый человек, насколько мне это известно."
rus,"Насколько я знаю, он не придёт."
rus,"Это дурное поветрие, которое не принесёт никому ничего хорошего."
rus,Рубашку нужно погладить.
rus,Кто эта девушка?
rus,"Тебе нужна футболка? - ""Да, мне хотелось бы красную""."
rus,Это слово пришло из греческого языка.
rus,Дядя Джима должен уйти в отставку в следующем году.
rus,Этому стулу нужен ремонт.
rus,Это очевидно всем.
rus,Американцы в целом разговорчивые люди.
rus,Вы уже закончили с упаковкой?
rus,"Я нахожу, что слухи, в определенной части, оправдались."
rus,Возьми две любые понравившиеся тебе карточки.
rus,Как все?
rus,Кушайте свой суп беззвучно.
rus,Река течет через весь город.
rus,Так говорить - не правильно.
rus,Я не могу лить слезы по этому ужасному человеку.
rus,Воры ограбили еще один банк сегодня днём.
rus,"Тебе надо сменить майку, она вся мокрая."
rus,Я не хочу с этим связываться.
rus,Можете ли вы найти мне адвоката?
rus,Могу я приступить к работе?
rus,Могу я пойти на работу?
rus,Я хотел бы оплатить кредитной картой.
rus,"Ешь всё, что на тарелке, иначе не получишь десерт."
rus,Берите печенья сколько пожелаете.
rus,"Настоящее счастье обходится дешево; если оно дорого, то в этом нет ничего хорошего."
rus,Бейсбол - интересный спорт.
rus,"Пожалуйста, сделай потише радио."
rus,"Трапеза без вина, как день без солнечного света."
rus,"Извините, что заставил вас ждать."
rus,Новости просочились наружу.
rus,Новости вышли наружу.
rus,Я завидую твоему успеху.
rus,"Если больной сложит тысячу бумажных журавликов, его желание исполнится."
rus,"Если он будет стараться, то добьется успеха."
rus,"Они сожалеют, что так мало ценили дни своей юности."
rus,"Скажите мистеру Тэйту, что Элен Картрайт находится здесь и желает его видеть."
rus,Я увидел Луну над горизонтом.
rus,"Кто бы сейчас ни звонил, скажи, что меня нет."
rus,Ей надо помогать ему.
rus,"Если бы не экзамены, мы были бы счастливы."
rus,Далеко ли отсюда до твоей школы?
rus,Он проявил интерес к плану.
rus,Этот пианист известен своей техникой игры.
rus,"О, д-да... Извини, братан. - ""Эй, ты можешь быть моим родственником, но здесь я твой командир и врач. Придерживайся этого, пока ты находишься в больнице!"""
rus,"Это ужасный позор, который твоя жена не переживёт."
rus,"Она была так испугана, что не могла произнести ни слова."
rus,"Она была так испугана, что не могла говорить."
rus,Я регистрирую температуру базального тела.
rus,"Пожалуйста, ответьте на все вопросы."
rus,Высуши мои слёзы.
rus,"До этого, я побывал в десяти, или более, странах."
rus,"Я бы хотел это же, но посветлее."
rus,"Он не в курсе, что у него дурные манеры."
rus,"Он не знает, что невоспитан."
rus,Не были бы вы так добры выключить радио?
rus,"Когда человек становится бедным, из него выходит попрошайка."
rus,"Посмотрев на небо, мы поняли, что дождь может пойти в любой момент."
rus,Все посмеялись.
rus,Окончилось ничем.
rus,Он мой начальник.
rus,Он мой шеф.
rus,Он мой босс.
rus,Царствие её - ад твой.
rus,Новость о её разводе оказалась большим сюрпризом.
rus,"Есть небольшая надежда, что у него всё получится."
rus,Как вор ухитрился избежать своей поимки?
rus,Как вору удалось не быть пойманным?
rus,Взаимопонимание способствует миру.
rus,В этом районе всё еще следуют старому обычаю.
rus,У бедной пожилой женщины снова украли её сумку.
rus,"Моя жена вздрогнула, увидев одноглазую кошку."
rus,"Моя жена вздрогнула, увидев одноглазого кота."
rus,Он быстро вернулся.
rus,Вчера я встретил его в первый раз.
rus,"Они пока в младшей лиге, но в самом недалёком будущем они займут место рядом с вами."
rus,Мы поднялись на борт в десять.
rus,Иностранец совершенно не знал японского.
rus,"Бойскауты ходили от двери к двери, продавая свои поделки."
rus,Он включил радио.
rus,Мне нужно провернуть одну выгодную сделку.
rus,"Пока они путаются под ногами, но в скором будущем начнут наступать на пятки."
rus,Он ведет себя как большая шишка.
rus,Листья деревьев начали краснеть.
rus,"Пожалуйста, дайте воды. - ""Хорошо""."
rus,"Он, возможно, пропустил последний поезд."
rus,Выгоды заключаются в эффекте.
rus,Спасение было по меньшей мере чудом.
rus,"Занимайтесь строительством своего тела, пока молоды."
rus,Ему не следует больше приходить в этот дом.
rus,Он был ответственным за подготовку журнала к печати.
rus,"Нам всё равно, чем он занимается."
rus,"Нам плевать, что он делает."
rus,Вам это ничего не будет стоить.
rus,"Том, похоже, готовится к завтрашним урокам."
rus,У моего шефа есть способность читать книги очень быстро.
rus,Мечта Мэри поехать за границу наконец-то превратилась в реальность.
rus,"Чтобы понять свои ошибки, ему потребовалось только несколько минут."
rus,На небе появился солнечный луч.
rus,"Если передумаешь, то дай знать."
rus,Футбол нравится всем моим друзьям.
rus,"Она не летала самолётами, боясь катастрофы."
rus,Распространение компьютеров.
rus,План еще сырой.
rus,"Он, кроме заштатного артиста, ничего из себя не представляет."
rus,"Я закончу писать письмо, и отведу тебя на озеро, примерно в двух милях отсюда, за холмом."
rus,Не сворачивай со своего пути.
rus,"Она не столь высока, как он."
rus,Японский у Тома понемногу становится лучше.
rus,Скобяная лавка находится рядом с парком.
rus,Влияние теории Эммета на физику широко обсуждалось ранее и не рассматривается мною в данной статье.
rus,"Первым предметом, который он приобрёл, стал будильник."
rus,"Не зная, что делать, он попросил у меня помощи."
rus,Сыграешь в футбол с нами?
rus,Не лазь по этой лестнице - это не безопасно.
rus,"Он использует любую причину, чтобы уйти с работы."
rus,Какова высота Эмпайр Стейт Билдинг?
rus,Мачеха смеялась над Золушкой.
rus,Этот отель может принять 500 гостей.
rus,"Основной результат недавних исследований теории Эммета заключается в том, что она также может быть применима по отношению к биохимии."
rus,"Охотник не может существовать без тех, на кого он охотится."
rus,Он был вождём своего племени 35 лет.
rus,Уделяйте больше внимания вашей работе.
rus,"Вилки были известны в Европе и на Ближнем Востоке в течение многих лет, но использовали их только для готовки."
rus,Аптека рядом с больницей.
rus,"Мэри не имела ни малейшего понятия о том, что она была должна сказать ему."
rus,Во время войны им пришлось много пережить.
rus,"Думается, что жертва приняла большое количество яда случайно."
rus,Ваш долг - поддерживать семью.
rus,Могу ли я взять скатерть?
rus,Это всё цитаты из Библии.
rus,"Звезды, мерцавшие в ночном небе, выглядели как драгоценные камни."
rus,Не опоздай в школу.
rus,Я поспешил из-за страха опоздать на автобус.
rus,Рядом с моими домом есть прекрасный парк.
rus,Я вообще не умею плавать.
rus,Он - поэт от рождения.
rus,Я смотрел баскетбольный матч по телевизору.
rus,"Пожалуйста, чувствуйте себя как дома."
rus,Мне удалось закончить книгу.
rus,Ее история заставила меня вспомнить детство.
rus,Несколько людей погибло в автокатастрофе.
rus,Я повар.
rus,Какие фрукты ты любишь больше всего?
rus,Я планирую оставаться там одну неделю.
rus,Государственное здравоохранение было далеко от адекватного.
rus,Он обвинил меня во лжи.
rus,Опыт важен в таких ситуациях.
rus,Сколько книг на столе?
rus,Не проиграю!
rus,Какова высота этого плато?
rus,У вас есть эта рубашка в черном цвете?
rus,"Давно тебя не видел. Ты помнишь, когда я последний раз тебя видел?"
rus,Она отказалась взять деньги.
rus,В этом загоне много видов животных.
rus,Они решили отложить в сторону свои старые распри.
rus,Жителям не разрешалось нарушать границу владения.
rus,"Я никогда не думала, что он меня любит."
rus,Обычно американцы предпочитают большие машины.
rus,"Этот проект вырос из набросков на салфетке, сделанных на вечеринке в прошлом году."
rus,"Она не может заставить себя выкинуть фотоальбомы, наполненные памятью о нем."
rus,Вам не нужно вставать.
rus,Напиши своё имя большими буквами.
rus,Школа начинается 8 Апреля.
rus,Он зарабатывает на хлеб пером.
rus,Моя машина в вашем распоряжении.
rus,Какова стоимость этого?
rus,Он совсем не удивился её способности.
rus,Эта машина не такая хорошая как та.
rus,Кен играет в футбол каждый день.
rus,Мясо недостаточно прожарено.
rus,Том посмотрел на высокого человека с подозрением.
rus,Он попросил меня хранить это в секрете.
rus,Можно мне этот хлеб и масло?
rus,У неё вчера ветром унесло шапку.
rus,Джек не может позволить себе купить новый велосипед.
rus,Она вырастила пять детей.
rus,Эту историю сложно адаптировать для детей.
rus,"Пожалуйста, поторопись!"
rus,Ты хороший мальчик.
rus,"И мне было четырнадцать лет, когда я впервые дотронулся до пианино."
rus,В какую школу ты ходишь?
rus,"Принеси книжку мне, а не Тому."
rus,Сколько ты платишь за квартиру?
rus,В этой книге отсутствуют две страницы.
rus,"Пожалуйста, включи радио."
rus,"Позвони мне, если пойдет дождь."
rus,"Ты когда-нибудь слышал, чтобы эту музыку играли на гитаре?"
rus,Он уставился на неё.
rus,"Ты знаешь, как пользоваться этой машиной?"
rus,Вершина горы Фудзи была покрыта снегом.
rus,Та черная сумка ваша?
rus,Она готова выполнять неответственную работу.
rus,"Давай надеяться на лучшее, в любом случае."
rus,Температура падает.
rus,Какой замечательный вид!
rus,Эта проблема может быть решена различными способами.
rus,Кто-то оставил сумку на скамейке.
rus,Проводи джентльмена к главному входу.
rus,Мы спорили о политике.
rus,Тебе стоило бы посетить врача.
rus,Это никогда не исчезнет.
rus,Он предложил мне взять её туда.
rus,Мы пойдем в кино?
rus,"Спасибо, доктор!"
rus,В случае чрезвычайной ситуации нажмите кнопку.
rus,"Знаешь ли ты, чем отличается микроскоп от телескопа?"
rus,"Покажите мне, пожалуйста, зеленую рубашку."
rus,Старуха дает деньги под три процента.
rus,Это была самая продаваемая книга на прошлой неделе.
rus,У тебя две книги.
rus,Ты не сделаешь ошибки.
rus,У меня есть немного денег.
rus,"Он достаточно мудрый, чтобы этого не делать."
rus,Индия была под управлением Великобритании много лет.
rus,"В общем, если дождь перестанет идти, мы можем куда-нибудь пойти."
rus,Девочка упражнялась на брусьях.
rus,"В этом классе больше девочек, чем мальчиков."
rus,Твой дядя и я знакомы уже много лет.
rus,"Это самый ужасный фильм из всех, которые я смотрел."
rus,Ты что-то знаешь?
rus,Две улицы идут параллельно друг другу.
rus,"Услышав новости, он выбежал из дома."
rus,"Кейт сходит с ума по новому певцу, который часто появляется на телевидении."
rus,Её заявление о вступлении в партию было отклонено.
rus,Тебе опасно плавать в этой реке.
rus,Не срубайте те деревья.
rus,"Ты хочешь, чтобы я заказал тебе такси?"
rus,"Да, это Энтони."
rus,"Работа водителя не такая легкая, как кажется."
rus,"Если что-то случится, позвони мне незамедлительно."
rus,Сезанн известен своими пейзажами.
rus,Завтрак готов?
rus,Когда начать - это главная проблема.
rus,Это около двух миль.
rus,"Я не могу смотреть на тебя, не думая о моём мертвом сыне."
rus,"Некоторые идут школьными группами, но большинство идет в группах из двух или трех."
rus,Все знали её настоящие чувства.
rus,Цветочный сад требует полива.
rus,"Если бы не воздух и вода, мы не могли бы жить."
rus,Количество туристов значительно увеличилось в последние годы.
rus,Холмс вышел из комнаты никем не замеченный.
rus,Езжай медленнее.
rus,Едь медленнее.
rus,"Ты так изменился, я тебя с трудом узнаю."
rus,Мне стоит отменить поездку в Лос-Анджелес.
rus,Как у тебя дела с учебой?
rus,Их ребенок уже может ходить.
rus,Он тебе не причинит вреда.
rus,У мальчика хорошие рефлексы.
rus,Я ищу свои очки.
rus,Мэри поздно легла спать вчера.
rus,"У нас больше яблок, чем мы можем съесть за день."
rus,Отель стоит на холме.
rus,"Хотел бы я, чтобы у нас было больше времени."
rus,Он подал заявление об увольнении в знак протеста против политики компании.
rus,"Я уверен, что он неправ."
rus,Чашка кофе стоила 200 иен в те дни.
rus,Тебе стоит бросить пить.
rus,Можно я съем тот пирог?
rus,Извините меня.
rus,Пароли было легко отгадать.
rus,Тот итальянский автор мало известен в Японии.
rus,Я играю в теннис один час в день.
rus,Мне будет семнадцать в следующем году.
rus,Я тебя люблю всем сердцем.
rus,Вы не врач.
rus,Эта музыка напоминает мне о той девушке.
rus,"Я рожден, чтобы любить тебя."
rus,"Извини, что заставил ждать тебя так долго."
rus,Моя ошибка.
rus,Власть и деньги нераздельны.
rus,Том часто ходит рыбачить на реку.
rus,Как пользоваться этой камерой?
rus,"Пожалуйста, покрась дверь в белое."
rus,"Когда я последний раз ездил в Китай, я посетил Шанхай."
rus,Король приказал освободить пленника.
rus,Том дал мне ручку.
rus,Опасайся карманников здесь.
rus,Лекарство дало мгновенное облегчение.
rus,Обычай исходит из Китая.
rus,"Две собаки дерутся за кость, а третья убегает с ней."
rus,У Кена не более десяти книг.
rus,"Пожалуйста, дайте мне взглянуть на меню."
rus,"Моё полотенце было мокрое, поэтому бесполезное."
rus,"Оказавшись одна, маленькая девочка стала плакать."
rus,Ты видишь тот маленький дом?
rus,"Если у вас есть какие-либо жалобы, дайте мне знать, я с ними разберусь."
rus,Льюси должна быть на кухне сейчас.
rus,Многие преступники в Америке имеют наркозависимость.
rus,Ты от него что-нибудь слышал?
rus,Ты устал прошлой ночью?
rus,Какой я счастливый мальчик!
rus,"Говорят, что Венеция красивый город."
rus,Как мы будем решать этот вопрос?
rus,Нет повода для паники. Еще достаточно времени.
rus,Меня почти сбила машина.
rus,"Перед уходом удостоверься, что дверь закрыта."
rus,"Это не твоя шляпа, не так ли?"
rus,Школа в двух километрах впереди.
rus,"Ты можешь взять эту книгу, если будешь держать её чистой."
rus,Твоя собака всегда на меня лает.
rus,В этой лаборатории мы занимаемся каждый день.
rus,Как дела?
rus,В перчатках ее рукам теплее.
rus,Я записал ее адрес и мне его теперь не забыть.
rus,"Делай сейчас, пока не забыл."
rus,"Запиши, пока не забыл."
rus,"Пока не забыл, я тебе скажу."
rus,Обслуживание в номерах. Чем могу помочь?
rus,Мне нетрудно решить эту проблему.
rus,Некоторые птицы не умеют летать.
rus,"Закрой окно, Джим."
rus,Вымой руки.
rus,Я обязан ему жизнью.
rus,Я устал.
rus,Я хотел бы уехать из этого города и никогда больше сюда не возвращаться.
rus,"Если ты завтра не пойдёшь на рыбалку, я тоже не пойду."
rus,Ему пришлось вести жалкую жизнь много лет.
rus,"Я не знаю, кто написал эту картину."
rus,"Они тут все людоеды, кроме меня, меня они сейчас поедают."
rus,"То, что она сказала, оказалось ложью."
rus,"Счастье человека зависит от того, кто он есть, а не от того, что он имеет."
rus,Они хотят улучшить свои условия работы.
rus,Он гордился своей пунктуальностью.
rus,Приедет ли полиция?
rus,Я дам тебе решить.
rus,Он старался изо всех сил и всё равно получал плохие отметки.
rus,"В случае, если он мне позвонит, передай ему, что я перезвоню."
rus,Что с тобой? Ты выглядишь бледным.
rus,"Я бежал так быстро, как мог, чтобы догнать её."
rus,"В этом мире есть люди всех цветов, манер и обычаев."
rus,"Даже если я это признаю, я не могу согласиться с тобой."
rus,Ты слишком много работаешь.
rus,"Хоть она и устала, она продолжала работать."
rus,"Мама, можно я поплаваю?"
rus,"Подскажите, пожалуйста, как пройти к почте."
rus,Буду тут к понедельнику.
rus,Моя мать всё измеряет деньгами.
rus,Этой зимой очень холодно.
rus,Он такой пидорас.
rus,"Она вышла замуж за Джона не потому, что любила его, а потому что он был богат."
rus,Соберись и сделай это снова.
rus,Аой — очень хорошая танцовщица.
rus,Наша школа сгорела.
rus,Ты американец или француз?
rus,Вы из Америки или из Франции?
rus,"Он смутился, когда я настоял на том, чтобы он прочитал критику его новой книги."
rus,Она разрезала яблоко пополам.
rus,"Не могу понять, что он имеет в виду."
rus,Они смотрели телевизор.
rus,Мы ничего особенного не сделали.
rus,Извините. Можно я пройду?
rus,"Привет, как поживаешь?"
rus,"Сколько времени займёт, чтобы туда попасть?"
rus,У меня с собой мало денег.
rus,У неё красивый почерк.
rus,"Он обращается со мной, как со своим рабом."
rus,"Он обращается со мной, как со своей рабыней."
rus,К подошве моего ботинка прилипла жвачка.
rus,Мой братишка ходит в начальную школу.
rus,Давай я это починю.
rus,Они верят в жизнь после смерти.
rus,Она пишет мне каждую неделю.
rus,"Любишь меня, люби и мою собаку."
