"language","text"
"Russian","И все тогда будет в порядке."
"Russian","С головой ушла в интенсивную очистительную диету."
"Russian","По ней мне нельзя ни кофе, ни алкоголя, ни белой муки, ни молока, ни... чего еще?"
"Russian","Ах да, кажется, еще рыбу нельзя."
"Russian","Значит так: каждое утро надо пять минут снимать с лица и тела отмершие частички кожи, потом пятнадцать минут сидеть в горячей ванне с эфирным маслом, массировать свой жир, как тесто, и втирать в него эфирное масло."
"Russian","Последний пункт меня несколько удивляет - неужели это масло действительно впитывается в жир через кожу?"
"Russian","Значит, если я намажусь кремом для загара, мой жир под кожей тоже почернеет?"
"Russian","И кровь почернеет?"
"Russian","И жилы тоже?"
"Russian","Вот еще чего нельзя."
"Russian","Никаких сигарет... Ах, черт."
"Russian","С завтрашнего дня брошу)."
"Russian","Четверг, 3 Августа"
"Russian","Мне опять жутко худо."
"Russian","Все думаю о Даниеле с другой женщиной."
"Russian","В голове роятся отвратительные видения: они вдвоем делают то-то и то-то... Решение похудеть и переделать себя помогло продержаться пару дней, но в конце-концов лопнуло, как мыльный пузырь."
"Russian","Это было просто усложненной формой нежелания признать очевидное."
"Russian","Я вообразила, что за несколько дней смогу полностью переродиться и свести на нет зло, которое мне причинил Даниел своей жестокой, пошлой изменой."
"Russian","Это было в моей прошлой жизни, воображала я, и никак не может произойти со мной - такой обновленной и похорошевшей - теперь."
"Russian","К сожалению, до меня только сейчас дошло, что единственной целью всей этой игры в холодную, перекрашенную Снежную Королеву на обезжиренной диете было заставить Даниела признать свою ошибку."
"Russian","Том предупреждал меня об этом."
"Russian","Он еще говорил, что 90% пластических операций делаются женщинам, чьи мужья бросили их ради женщин помоложе."
"Russian","Я отважилась заметить, что великанша на крыше была не столько моложе, сколько выше меня, но Том заявил, что не в этом дело."
"Russian","На работе Даниел без конца слал мне электронные письма: ""Нам нужно поговорить"" и т.д., а я их подчеркнуто игнорировала."
"Russian","Но чем больше он слал, тем дальше меня несло по иллюзии, что мое перерождение срабатывает, что он понял, какую грубую допустил ошибку и осознал, наконец, как сильно любит меня, и что великанша на крыше уже отошла в область прошлого."
"Russian","А сегодня вечером, когда я уходила с работы, он догнал меня:"
"Russian","Я, как дура, пошла с ним в американский бар в отеле ""Савой"", позволила ему угостить себя шампанским и разжалобить себя разными-всякими: ""Я так погано себя чувствую"", ""Я так по тебе скучаю"" и т.д."
"Russian","Но как только у меня нечаянно вырвалось: ""Даниел, я по тебе тоже скучаю"", он тут же перешел на деловой, покровительственный тон:"
"Russian","Скорее, ""сука"", - перебила я. Я не церемонилась, потому что думала, он сейчас закончит фразу словами: ""брат и сестра"", ""двоюродные"", ""злейшие враги"", или ""у нас с ней все кончено""."
"Russian","Но он, наоборот, рассердился."
"Russian","Я уставилась на него, оглушенная подобным оборотом дела."
"Russian","Пятница, 4 Августа"
"Russian","Объем ляжки: 18 дюймов, 600 отрицательных мыслей в минуту, 4 приступа паники, 12 приступов слез (но оба раза в туалете и не забыла взять с собой тушь), 7 лоттерейных билетов."
"Russian","В туалете, на третьем этаже."
"Russian","Это просто... просто... невыносимо."
"Russian","Зачем мне понадобилось крутить роман с собственным шефом?"
"Russian","Не знаю, что делать."
"Russian","Даниел объявил о своей помолвке с великаншей."
"Russian","Сотрудники, которые, как я полагала, и знать-не знают о нашем романе то и дело звонят мне с поздравлениями и я каждый раз вынуждена объяснять им, что Даниел обручен вовсе не со мной."
"Russian","Вспоминаю, как романтично все было в начале: наши секретные электронные письма, наши встречи в лифтах."
"Russian","Сегодня вечером слышала, как Даниел договаривался с Сукой о встрече и как он тихо добавил: ""Не плохо...пока что""."
"Russian","Разумеется, речь шла о моей реакции, словно я - его эмоционально сдвинутая бывшая жена."
"Russian","Серьезно подумываю подтянуть лицо."
"Russian","Вторник, 8 Августа"
"Russian","Только что звонила к Джуд."
"Russian","В общих чертах обрисовала ей трагедию с Даниелом и она, в ужасе, немедленно объявила чрезвычайное положение и заявила, что позвонит Шерон и договорится, чтобы мы все собрались к девяти."
"Russian","Раньше этого она придти не могла, т.к."
"Russian","наконец уломала Злого Ричарда пойти вместе с ней к психологу для влюбленных пар."
"Russian","Среда, 9 Августа"
"Russian","Физически разбита, но морально здорово воспряла духом после вчерашней тусовки."
"Russian","Джуд примчалась злая, как мегера - Злой Ричард не явился на встречу с психологом."
"Russian","Надеюсь, у этого жука-садиста была уважительная причина, - заявила Шерон."
"Russian","Я, между прочим, тоже этого боюсь."
"Russian","У тебя страх, а у меня еще больший страх и если мы не поборем его то упустим свое время."
"Russian","Мой страх полностью растворяется в стархе Ричарда."
"Russian","Но на самом деле, мой страх гнездится гораздо глубже его."
"Russian","Поголовный низкий уровень внимания."
"Russian","На это только мужики способны: они берут общественную тенденцию и превращают ее в чисто мужское орудие для унижения женщин."
"Russian","Лишь бы самим чувствовать себя мудрецами, а женщины пусть чувствовуют себя полными дурами."
"Russian","Самое настоящее затрахивание мозгов."
"Russian","Только что звонила мама."
"Russian","приглашает на работу репортеров."
"Russian","Текущие новости, страшно перспективно."
"Russian","Я поговорила с Ричардом Финчем - ихним редактором, и рассказала ему о тебе все."
"Russian","Натрепалась, что ты, деточка, закончила политический факультет."
"Russian","Не волнуйся, у него не будет времени это проверить."
"Russian","Он хочет, чтобы ты пришла на собеседование в понедельник."
"Russian","Значит, в моем распоряжении всего пять дней, чтобы ознакомиться с текущими новостями."
"Russian","Суббота, 12 Августа"
"Russian","Решительно настроена смотреть на все с оптимизмом."
"Russian","Я изменю свою жизнь: подучу текущие новости, совсем брошу курить и заведу серьезные отношения с сознательным мужчиной."
"Russian","Какой-то противный документ из Бюро Социального Обеспечения."
"Russian","Они требуют с меня тысячу четыреста пятьдесят-два фунта."
"Russian","С какой стати?"
"Russian","Нет у меня никаких тысячи четырехсот пятидесяти-двух фунтов."
"Russian","О господи, необходимо курнуть, чтобы успокоиться."
"Russian","Но я официально бросаю после того, как оденусь."
"Russian","Вдруг вспомнила про своего бывшего дружка Питера."
"Russian","Мы встречались с ним целых семь лет, а потом расстались."
"Russian","У нас были на то душараздирающие, отчаянные причины."
"Russian","Теперь я их уже не помню."
"Russian","Временами - обычно, когда ему не с кем провести отпуск, - он пытается вернуть меня и предлагает пожениться."
"Russian","Минуты не прошло, а я уже успела внушить себе, что Питер - ответ на мои молитвы."
"Russian","Зачем страдать в одиночестве, когда я могу быть с Питером?"
"Russian","Быстро нахожу телефон, звоню Питеру и оставляю сообщение на его автоответчике - ни словом не заикаюсь о своем плане провести с ним остаток жизни, просто прошу перезвонить мне."
"Russian","Ненавижу всех мужчин, даже Питера."
"Russian","Питер, наконец, позвонил."
"Russian","У меня прекрасная новость - я женюсь."
"Russian","сильно засосало под ложечкой."
"Russian","Бывшие дружки не имеют права встречаться с другими женщинами или жениться."
"Russian","Они обязаны до конца дней нести обет безбрачия, дабы обеспечить вас душевным покоем."
"Russian","Однако, Осе было все равно, слушаю я или нет."
"Russian","Она битых двадцать минут взахлеб рассуждала о цене свадебных тортов, а потом, спохватившись, заторопилась:"
"Russian","Сегодня вечером мы варим оленьи сосиски с можжевельником и смотрим телик."
"Russian","Только что в приступе самоуничтожительного экзистенциального отчаяния выкурила целую пачку ""Силк Ката""."
"Russian","Желаю им обоим растолстеть так, чтоб их вытаскивали из окон подъемным краном."
"Russian","Я не встечалась с Осинной нареченной, но представляю себе худющую великаншу-блондинку, вроде той, что загорала на крыше у Даниела."
"Russian","Небось она каждый день встает в пять утра, первым долгом идет в тренировочный зал, потом умащивает себя солями и весь день после этого, ни разу не размазав на глазах тушь, заведует международным торговым банком."
"Russian","Да, каюсь - Питер меня давно уже не колышит - вот почему я все это время питала к нему такие откровенно собственнические чувства."
"Russian","Я его тоже больше не колышу, поэтому он и собирается жениться на Мисс Великанше-Валькирии."
"Russian","Погружаюсь в нездоровые, ироничные размышления о том, насколько чаще сердца разбиваются из-за человеческого ига или задетой за живое гордости, нежели из-за реальной потери кого-то; приплетаю к этому побочную идею: Фергина бешенная, сверхестественная уверенность в себе скорее всего объясняется тем, что Эндрю все еще хочет вернуть ее, (пока не вздумает жениться на ком-то другом, хи-хи).5"
"Russian","В руках она тащила несколько спортивных сумок."
"Russian","Она была похожа на ведущую Силлу Блейк со ""Свидания с Незнакомкой""."
"Russian","Какая же ты неряха."
"Russian","Так, давай, просмотри то, что в сумках, а я пока подогрею суп."
"Russian","Решив не обращать ее внимание на то, что: а) на дворе август, б) стоит страшная жара, в) уже 18:15, г) мне вовсе неохота есть ее суп, я осторожно заглянула в одну из сумок: из нее выглядывал кусочек чего-то ярко-желтого, синтетического, вскладку, с рисунком из листиков терракотового цвета."
"Russian","Дэ, дэ, - зажав мобильник между ухом и плечом, она что-то царапала в блокнотик."
"Russian","Пойди, примерь это, деточка, - прошептала она мне."
"Russian","Вообщем, из-за нее я пропустила новости."
"Russian","А она нарядила меня в скользкую зеленую блузку и ярко-голубой костюм, и почти до бровей вымазала мне веки синими тенями - короче, превратила меня в одну из тех женщин, что ходят из дома в дом и торгуют фирменной косметикой."
"Russian","А потом она умчалась на какую-то вечеринку с сыром и вином."
"Russian","После ее ухода позвонила к Тому и он решил повести меня развлечься от грустных дум в галлерею ""Саатчи"", на вечеринку к одному из своих приятелей по институту искусств."
"Russian","Тут к нам подошел некто по имени Гав."
"Russian","Года двадцать-два, подумала я, жутко симпатичный, в съеженной маечке, из под которой выглядывал стройный, мускулистый живот."
"Russian","Он восторженно провел нас через большое белое пространство к вывернутому наизнанку рулону туалетной бумаги: бумага была внутри, а картонка снаружи."
"Russian","Оба они выжидательно уставились на меня."
"Russian","А я вдруг поняла, что сейчас расплачусь."
"Russian","Потом Том заметил другой экспонат - огромный кусок мыла, с выдавленными на нем контурами мужского полового органа."
"Russian","От восторга у него отвисла челюсть."
"Russian","А Гав, не отрываясь, смотрел на меня:"
"Russian","Около походной уборной стояла очередь и я, дрожа, пристроилась к ее концу."
"Russian","Вдруг я почувствовала на своем плече чью-то руку."
"Russian","Это был Даниел."
"Russian","В этот момент Даниел просунул голову в дверь:"
"Russian","Когда я вышла из кабинки, он уже исчез."
"Russian","Гава и Тома я тоже потеряла, рядом не было ни одного знакомого лица."
"Russian","Немного погодя, я нашла настоящую уборную, села на унитаз и расплакалась."
"Russian","Я думала о том, что не умею вести себя в обществе, что мне лучше поскорее убраться отсюда и не возвращаться, пока я окончателько не утешусь."
"Russian","Том ждал меня снаружи."
"Russian","Пошли, я провожу тебя домой."
"Russian","Нет, ничего не выходит."
"Russian","Когда вас кидают, помимо тоски по тому, кто вас кинул и мысли о том, что мирок, который вы вместе создали, вдребезги разлетелся, хуже всего сознание, что человек, которого вы любили, вас просто пробовал и оценивал."
"Russian","А попробовав, поставил на вас печать: ""ОТКАЗАТЬ""."
"Russian","Как же после этого не почувствовать себя недоеденным, засохшим бутербродом?"
"Russian","К тому же, я ему понравилась, потому что он решил, я заревела в восторге от рулона туалетной бумаги."
"Russian","Если выяснится, что этот мужик один виновен во всей этой резне в Боснии, я ничуть не удивлюсь."
"Russian","Воскресенье, 13 Августа"
"Russian","Решила почитать свежий номер ""Татлера"" на сон грядущий, и как назло, увидела в статье о пятидесяти наиболее многообещающих холостяках ненавистную рожу чертового Марка Дарси."
"Russian","В статье без конца повторялось, какой он богатый и замечательный."
"Russian","После этого моя печаль и вовсе безгранична."
"Russian","Пора перестать себя жалеть."
"Russian","Потрачу утро на изучение газет."
"Russian","Мне только что звонила Ребекка, интересовалась ""в порядке"" ли я. Я думала, она имеет в виду Даниела и ляпнула:"
"Russian","Да, я видела Питера вчера вечером... - (Где?"
"Russian","Почему меня не пригласили?)"
"Russian","Он прав, это действительно трудно, одинокие женщины, вообще, имеют тенденцию с возрастом впадать в отчаяние."
"Russian","К обеду у меня уже не было сил радоваться воскресенью и притворяться, будто все в ажуре."
"Russian","Позвонила к Джуд и рассказала ей об Осе, Ребекке, предстоящем собеседовании, маме, Даниеле, и об общем неважном состоянии и мы договорились встретиться в два, в баре ""Джимми Биз"", за стаканом ""Кровавой Мери""."
"Russian","В этой книжке говориться, что временами в жизни бывают полосы неудач, когда вы не знаете к кому обратиться за помощью и создается впечатление, что вас повсюду окружают безликие двери из нержавеющей стали, которые захлопываются с оглушительный треском, как в фильме ""Звездный Путь""."
"Russian","В таких случаях надо не жалеть себя взахлеб, а наоборот, мужаться и вести себя героически, и все будет в порядке."
"Russian","Все греческие мифы и многие удачные фильмы повествуют о человеческих существах, на долю которых выпадали тяжелые испытания."
"Russian","Но они не трусили и крепко держались и рано или поздно всегда побеждали."
"Russian","В этой книге тяжелые жизненные моменты сравниваются с пребыванием в конусообразной скорлупе."
"Russian","К ее стенкам приделана винтовая лестница, на каждом кругу которой есть очень трудный и болезненный участок."
"Russian","Это и есть ваша основная проблема или болячка."
"Russian","Находясь в узком конце скорлупы, вы испытываете боль часто, т. к. шагая вверх по лестнице, быстро описываете ее короткие круги."
"Russian","Но поднимаясь все выше и выше, по мере того как диаметр описываемых кругов увеличивается, вы вспоминаете о своей беде реже, но все-таки вспоминаете, должны вспоминать, следовательно, когда это происходит, не надо думать, что вы вовсе не сдвинулись с места."
"Russian","Беда в том, что теперь, протрезвев, я не на 100% уверена, что поняла, что все это значит."
"Russian","Звонила мама и я попробовала поболтать с ней о том, как трудно в наше время быть женщиной, и в отличие от мужчин, иметь строгие ограничения во времени для произведения потомства."
"Russian","Но она быстро перебила меня:"
"Russian","Уж больно вы, нынешние девчонки, разборчивы и романтичны: слишком много у вас свободы."
"Russian","Я не говорю, что вовсе не любила твоего папу, но знаешь, нас всегда учили не ждать, чтобы нас носили на руках, ожидать мало, прощать много."
"Russian","И, если честно, деточка, иметь детей не так прекрасно, как все болтают."
"Russian","Не хочу тебя обижать, и не говорю именно о тебе, но если б я могла повернуть время вспять, то не уверена, что родила бы..."
"Russian","Даже моя родная мать жалеет, что я родилась."
"Russian","Понедельник, 14 Августа"
"Russian","Страшно боюсь этого собеседования."
"Russian","Сказала Перпетуе, что иду к гинекологу - наверное надо было сказать, к дантисту, но возможность поиздеваться над самой шумной женщиной в мире представляется не каждый день и было бы грех ее упустить."
"Russian","Я почти готова, осталось только наложить макияж и снова прорепетировать мое мнение о руководстве Тони Блера6."
"Russian","Боже мой, а кто у нас теневой министр обороны?"
"Russian","Ах, ты, черт возьми."
"Russian","Тот бородатый, что ли?"
"Russian","Это невероятно: звонила какая-то противная девчонка с южно-лондонским акцентом:"
"Russian","Ричард все утро будет в Блекпуле, так что, на ваше собеседование он не успеет, - пропела она."
"Russian","Перенесли на среду."
"Russian","Придется делать вид, что для моей болячки, одного визита к гинекологу недостаточно."
"Russian","Раз уж отпросилась, останусь на все утро дома."
"Russian","Среда, 16 Августа"
"Russian","Все время просыпалась, дрожа от страха, что успела позабыть разницу между Ольстерскими Юнионистами и Социально Демократической Трудовой Партией и с кем из них связан Иан Пейзли7."
"Russian","Вместо того, чтобы проводить меня в кабинет и по всем правилам представить великому Ричарду Финчу, Патчули - его личная ассистентка в велосипедных шортах и запонкой в ноздре, заставила меня целых сорок минут торчать в премной, потеть и с ужасом вспоминать, кто у нас Министр Здравоохранения?"
"Russian","А перед этим она окинула мой деловой костюм таким взглядом, словно перестаравшись в стремлении выглядеть солидно, я предстала перед ней в длинном, бальном платье от Лоры Эшли."
"Russian","Она резко распахнула какую-то розовую дверь и мы очутились в просторной комнате, где повсюду были разбросаны стопки сценариев, с потолка свешивались экраны телевизоров, все стены были увешены какими-то картами, и почти к каждому столу был прислонен гоночный велосипед."
"Russian","В дальнем конце комнаты стоял огромный, продолговатый стол и за ним полным ходом шло совещание."
"Russian","Когда мы подошли, все обернулись."
"Russian","Во главе стола сидел, вернее, вертелся во все стороны пухлый, кудрявый блондин средних лет в клетчатой рубашке, с огромными красными очками на носу."
"Russian","Значит, прошло целых два месяца, а они все еще вместе."
"Russian","Значит, каким-то образом, ему все позволено?"
"Russian","Как этот мужик сумел выкрутиться, когда у него чувиха - сама красавица Элизабет Херли, а он вздумал простить о минете проститутку на открытом шоссе?"
"Russian","Неужели нет справедливости на этом свете?"
"Russian","Я не верила своим ушам."
"Russian","А как же теневой кабинет?"
"Russian","Или борьба за мир?"
"Russian","Создавалось впечатление, что этот дядька сам для себя ищет способ безнаказанно переспать со шлюхой."
"Russian","Вдруг он посмотрел прямо на меня."
"Russian","Вы, наверное, Бриджит?"
"Russian","Кроме него за столом сидело несколько юнцов в живописных лохмотьях и теперь они все, как по команде, уставились на меня."
"Russian","Я была просто в отчаянии."
"Russian","Все мысли вылетели у меня из головы."
"Russian","Ответом мне было гробовое молчание, а потом Ричард Финч зохохотал."
"Russian","В жизни не слышала более мерзкого хохота."
"Russian","Вслед за шефом дружно захохотали и юнцы в живописных лохмотьях."
"Russian","Присаживайтесь, дорогуша, - и он подмигнул мне."
"Russian","Вторник, 22 Августа"
"Russian","До сих пор не знаю результатов собеседования."
"Russian","Понятия не имею, чем займусь в банковские выходные, но вовсе не намерена торчать в Лондоне сама по себе."
"Russian","Шерон и Том, и кажется многие ребята с работы едут на фестиваль в Эдинбург10."
"Russian","И я бы не прочь поехать, но финансы не позволяют, к тому же, буду все время бояться, что неожиданно столкнусь с Даниелом."
"Russian","Кроме того, мне никогда не бывает там весело или интересно."
"Russian","Среда, 23 Августа"
"Russian","Твердо решила, что еду в Эдинбург."
"Russian","Даниел намерен остаться работать в Лондоне и мне не будет угрожать опасность встречи с ним."
"Russian","Мне полезно поехать и проветриться, а не сидеть и страдать, и ждать вестей из ""Доброго Дня!"""
"Russian","Четверг ,24 Августа"
"Russian","Остаюсь в Лондоне."
"Russian","Я вечно думаю, что хорошо проведу время в Эдинбурге и всякий раз попадаю лишь на представления пантомимы."
"Russian","К тому же стоит мне там одеться по летнему, как моментально наступает дикий холод и приходится несколько миль плестись по вымощенным булыжником руинам, и с грустью думать, что все, кроме меня, в это время веселяться на каком-нибудь шумном собероне."
"Russian","Пятница, 25 Августа"
"Russian","Сегодня Перпетуя заявила мне:"
"Russian","Какая она, оказывается, щедрая и гостеприимная."
"Russian","Все это полнейший идиотизм."
"Russian","Я не могу себе этого позволить."
"Russian","Суббота, 26 Августа"
"Russian","Я тихо-спокойно проведу время дома."
"Russian","Может, наконец, дочитаю ""Голодную Дорогу""11."
"Russian","Все едут в Эдинбург кроме меня."
"Russian","Надо будет завтра пойти посмотреть что-нибудь."
"Russian","Иначе Перпетуя подумает, я с приветом."
"Russian","В поезде она всю дорогу не отнимала ухо от своего мобильника и время от времени кричала нам:"
"Russian","Значит, мы не идем на Дженни Эклер - ха!"
"Russian","Я звякну в ""Позолоченный Шар""."
"Russian","Нет, на Харри Хила билетов уже нет, тогда, может, пропустим братьев Коэнов?"
"Russian","Я договорилась встретиться со всеми в шесть, в театре ""Plaisance""."
"Russian","До этого я хотела быстренько забежать в гостиницу ""Георг"" и оставить записку Тому, но в баре столкнулась с Тиной."
"Russian","Я понятия не имела, что до ""Plaisance"" так далеко и когда, наконец, приехала туда, представление уже началось и не осталось ни одного свободного места."
"Russian","Втайне обрадовавшись, я прогулялась или вернее, как альпинист, прорвалась обратно к нашей квартирке, купила по дороге замечательную печеную картофелину и карри из курицы, переключила телек на ""Несчастные Случаи"" и слопала принесенное."
"Russian","В девять я должна была встретиться с Перпетуей в Актовых Палатах."
"Russian","В 20:45 я была готова, но оказалось, что у нас в комнатах нет телефона - я не могла позвонить и заказать такси."
"Russian","Короче, я опоздала."
"Russian","Я вернулась в бар гостинницы ""Георг"", чтобы поискать Тину и узнать, где Шерон."
"Russian","Я заказала ""Кровавую Мери"" и только успела усесться и притвориться, что мне все равно: в компании я или без, как вдруг заметила неподалеку от себя вспышки фотоаппаратов и кинокамеры и чуть было не завизжала."
"Russian","В центре этой группы стояла моя мать, одетая и накрашенная под Марианну Фейфвул12, и готовилась брать интервью у Алана Йентоба13."
"Russian","Скажите, Алан, - начала она, вмиг сделавшись печальной, - вы думали...покончить жизнь самоубийством?"
"Russian","Хорошо, хоть по телику сегодня вечером шли интересные передачи."
"Russian","Воскресенье, 27 Августа"
"Russian","Попала на 0 представлений."
"Russian","Бъюсь об заклад, все остальные сейчас кайфуют на шикарной вечеринке."
"Russian","Она критиковала современных авангардных комиков: ""Пуэрилы...детский сад...просто глупо."""
"Russian","Видно, она не усекла, что в этом и есть вся соль.14"
"Russian","Я в этом уверена."
"Russian","Потом наступила тишина и я услышала, как Дебби и ее приятель пошептались, а потом он вышел на кухню."
"Russian","И тут же стекла задрожали под рыком Перпетуи:"
"Russian","Я ведь предупреждала: никаких ночьных гостей!"
"Russian","Ну и ну."
"Russian","В три встретилась с Джуд в ""Георге""."
"Russian","Мы хотели пойти на сессию Вопросов и Ответов, но после нескольких ""Кровавых Мери"" вспомнили, что эти сессии на нас плохо влияют."
"Russian","Сперва дико мучаешься, придумываешь вопрос и дергаешь руку то вверх, то вниз."
"Russian","Наконец удается привстать и противным тонким голосом задать свой вопрос, а после этого двадцать минут сидишь и киваешь, словно псина на заднем сиденье автомобиля, и слушаешь ответ на вопрос, который, в сущности, вовсе не хотелось задавать."
"Russian","Словом, не успели мы оглянуться, как часы побили половину шестого."
"Russian","И тут появилась Перпетуя с целой ватагой наших сотрудников."
"Russian","Последовала длинная пауза."
"Russian","Мы все прекрасно знаем, что с тобой был мужик, - пророкотала она, - не волнуйся."
"Russian","Это не любовь."
"Russian","Я постараюсь, чтобы Даниел об этом узнал - будет ему уроком."
"Russian","Понедельник, 28 Августа"
"Russian","Вернувшись, обнаружила на автоответчике сообщение от мамы."
"Russian","Она спрашивала, как я отнесусь к миксеру в подарок на Рождество и заодно напоминала, что Рождество в этом году приходится на понедельник, следовательно, ей надо знать, когда я приеду домой - в пятницу или в субботу вечером?"
"Russian","Значительно менее досадным было письмо от Ричарда Финча - редактора ""Доброго Дня!"
"Russian",""", как я поняла, с приглашением на работу."
"Russian","Вот что в нем было:"
"Russian","""Так и быть, дорогуша."
"Russian","Вторник, 29 Августа"
"Russian","Только что позвонила ассистентке Ричарда Финча - Патчули и оказалось это, действительно, приглашение на работу, но начать надо через неделю."
"Russian","Я ни фига не смыслю в телевидении, но, черт с ним, здесь я все равно вбестолку протираю штаны и очень уж унизительно теперь работать рядом с Даниелом."
"Russian","Лучше пойду, скажу ему."
"Russian","Даниел уставился на меня и побледнел:"
"Russian","И тут к нам ворвалась Перпетуя - наверное, она подслушивала около дверей."
"Russian","Ведь это вы, мать вашу, бросили ее."
"Russian","Вот, блин, и оставьте ее в покое!"
"Russian","Ай да Перпетуя."
"Russian","Я ее люблю."
"Russian","Разумеется не лесбийской любовью."
"Russian","Снимался в бесчисленном кол-ве длинных, как спагетти, вестернов."
"Russian","Сентябрь - С пожарной каланчи."
"Russian","Понедельник, 4 Сентября"
"Russian","Необходимо с первых шагов создать себе внушительный, авторитетный имидж."
"Russian","И не курить."
"Russian","Курение - признак слабости, к тому же, подтачивает моральный облик."
"Russian","Я сперва подумала, она хочет пожелать мне удачи на новой работе."
"Russian","А у меня словно память отшибло."
"Russian","Малком и Илейн."
"Russian","Предки сверх-совершенства - Марка Дарси."
"Russian","Но разве это не восхитительно, ""чудная"", ""чудная""?"
"Russian","Ну, ты сама спросишь его обо всем этом на рубиновой свадьбе."
"Russian","У него на столе часы так и тикают: тик-так-тик-так."
"Russian","Кстати, я говорила тебе: я встретила Мевис Эндерби на почте?"
"Russian","У меня здесь сегодня первый день."
"Russian","Я и так дико волнуюсь."
"Russian","И мне вовсе неохота болтать о Мевис Эндерби."
"Russian","А что ты оденешь?"
"Russian","Одень что-нибудь нарядное и яркое."
"Russian","Помнишь, у тебя был светло-красный костюм-двойка?"
"Russian","Ой, кстати, я тебе говорила, Уна отправилась в путешествие по Нилу?"
"Russian","Когда она, наконец, повесила трубку, мне было до того противно, что я выкурила пять сигарет подряд."
