"language","text"
"Russian","У меня есть несколько друзей из Америки."
"Russian","Он дурак."
"Russian","Он выглядит очень энергичным, особенно если принять во внимание его возраст."
"Russian","Он называл ее всякими нехорошими словами."
"Russian","Он убедил меня, что его брат был невиновен."
"Russian","На завтрак мы сделали блины."
"Russian","Устранение дефицита будет очень трудной задачей."
"Russian","Я всегда смотрю на эту фотографию с отвращением."
"Russian","Многие иммигранты в Британию приехали из Азии."
"Russian","Могу ли я после вас ознакомиться с документом?"
"Russian","У меня множество цветов. Некоторые из них красные, другие - желтые."
"Russian","Он в хороших отношениях со своими одноклассниками."
"Russian","Какой был прогноз погоды?"
"Russian","Как вы уже знаете."
"Russian","Я взял себе за правило - никогда не занимать денег."
"Russian","Идя из школы домой, я попал под проливной дождь и промок до костей."
"Russian","Как ты настойчив!"
"Russian","Он носит очки."
"Russian","Он пил апельсиновый сок прямо из бутылки."
"Russian","Она упала в обморок, увидев ДТП."
"Russian","Во сколько обойдётся доставка морской почтой?"
"Russian","Положи это назад в гнездо."
"Russian","Кейт говорит по-английски очень быстро."
"Russian","На бедре человека висел пистолет."
"Russian","Вы можете найти ее номер телефона по справочнику."
"Russian","Он закричал: ""Это отлично!"""
"Russian","Ритм и метрическая форма являются важными правилами китайской поэзии."
"Russian","Вот что я купил в Испании."
"Russian","Извините мою неуклюжесть."
"Russian","Мы услышали, как дверь закрылась."
"Russian","Вы такой же высокий, как и я."
"Russian","Упавший камень преградил ему путь."
"Russian","Это подвергает вас опасности."
"Russian","Лучше хорошо делать, чем хорошо говорить."
"Russian","Вам не надо так сильно торопиться."
"Russian","Он украл у меня мою сумку."
"Russian","Вы можете плавать?"
"Russian","Он часто появляется на ТВ."
"Russian","Продукты с ГМО являются опасными для человеческой жизни."
"Russian","Я потерял дар речи."
"Russian","Ну прямо как стадо баранов."
"Russian","Белая яхта плыла по морю."
"Russian","Вам не следует ожидать больше, чем есть."
"Russian","Он одел свой свитер задом наперёд."
"Russian","Чтобы это открыть, нам понадобится инструмент."
"Russian","Мне не нравятся теннис и гольф."
"Russian","Я пришел к её дому, но там её не оказалось."
"Russian","Кто не любит вино, женщин и песни, тот будет всю жизнь дураком, хоть тресни."
"Russian","Как только мы присели, она принесла нам кофе."
"Russian","Мы закончим работу, даже если это потребует от нас весь день."
"Russian","Он имел некоторые навыки редактирования."
"Russian","Какой отель лучший в городе?"
"Russian","Я рад снова видеть вас."
"Russian","Если вы собираетесь добиться успеха, вам надо упорно работать."
"Russian","Ему легко было отвечать на вопросы викторины."
"Russian","Во сколько обойдётся тур?"
"Russian","Всегда уступайте транспорту справа."
"Russian","Они - такие же сильные, как и мы."
"Russian","Если вам нечего делать, посмотрите на потолок вашей комнаты."
"Russian","Всем было понятно, что он устал."
"Russian","Две горы были одинаковой высоты."
"Russian","Нодзоми - самый быстрый из всех поездов в Японии."
"Russian","Я не уверен в правильном произношении этого слова."
"Russian","Тренер должен думать о её здоровье."
"Russian","Вам нельзя так поступать."
"Russian","Она предупредила детей, чтобы они не играли на улице."
"Russian","Мы дрались упорно ради победы."
"Russian","Она продолжала проигрывать запись снова и снова, до тех пор пока мне не пришлось выйти из комнаты."
"Russian","Для июня утро было холодным."
"Russian","Он пошел показать, как использовать машину."
"Russian","В комнате есть столы."
"Russian","Я езжу в Токио каждый день."
"Russian","Я скажу это. Я - не виновен."
"Russian","Я скажу, что я не виновен."
"Russian","Гений - это один процент вдохновения и девяносто девять процентов труда."
"Russian","Я собираюсь сказать тебе ответ."
"Russian","Украденный велосипед оказался принадлежащим ему."
"Russian","Он пришел вовремя на собрание."
"Russian","Компьютер сломался."
"Russian","Привяжите веревку к дереву."
"Russian","Мой отец приехал домой в девять."
"Russian","Обязательно приходите ко мне к пяти часам."
"Russian","Постепенно истинный смысл того, что он сказал, начал доходить до меня."
"Russian","Последняя страница этой книги отсутствует."
"Russian","Мне не нравятся те, кто так говорит."
"Russian","Он молча уставился на НЛО."
"Russian","Он играл на пианино."
"Russian","Дай мне это сделать по-другому."
"Russian","Сон - лучшее лекарство."
"Russian","Я не могу думать обо всём."
"Russian","Тебе лучше идти. Становится поздно."
"Russian","Она вытерла свои влажные волосы полотенцем."
"Russian","Я собираюсь тебе перезвонить."
"Russian","Вам следует слушать то, что я вам говорю."
"Russian","Девушка ничего не делала весь день, только читала."
"Russian","С возрастом он ослаб."
"Russian","У меня нет права рассказывать тебе об инциденте."
"Russian","Мистер Такаги, который жил здесь 16 лет, также был удивлен."
"Russian","Я не знаю, что ты хочешь сделать."
"Russian","Я настоял, чтобы мы изменили наш первоначальный план."
"Russian","Я рад, что ты смог прийти."
"Russian","Я хочу увидеть это своими глазами."
"Russian","Это та самая картина, которую вы нарисовали сами?"
"Russian","Они едят при помощи ножа и вилки."
"Russian","Греки создали теоретические модели в геометрии."
"Russian","Этот план будет сложно реализовать."
"Russian","Её тест показал положительный результат."
"Russian","Ты изменился."
"Russian","По сравнению с тем, что было, он стал существенно усовершенствован."
"Russian","Не могли бы вы одолжить мне вашу ручку?"
"Russian","Наши планы принимают реальные очертания."
"Russian","Никаких проблем!"
"Russian","Старение населения будет требовать больших затрат на здравоохранение."
"Russian","Они более эмоциональны, чем мы."
"Russian","Так уж случилось, что сегодня у меня день рождения."
"Russian","Бедный старик превратился в скелет."
"Russian","Вообще-то, она всегда была плоской. Когда вдруг она стала такой большой?"
"Russian","Есть ли у вас еще вопросы?"
"Russian","Звук стал приглушенным, до тех пор пока не перестал быть слышим совершенно."
"Russian","Кто помогает твоей матери?"
"Russian","Я читал книгу, пока гулял."
"Russian","Когда-нибудь, в будущем, путешествия в космосе станут обычными."
"Russian","Он воодушевлял своего сына сделать что-нибудь великое."
"Russian","Она не покупала одежду, которая ей сильно нравилась."
"Russian","Его больше здесь нет."
"Russian","Ребёнок был спасён из горящего дома."
"Russian","Он был выбран из десяти тысяч кандидатов."
"Russian","Он попросил своего отца отвести его в магазин."
"Russian","Через две минуты в нашей машине кончился бензин."
"Russian","Джон играл на гитаре, а его друзья пели."
"Russian","Доктор, которого она посетила, был известен."
"Russian","Отрасли промышленности с большим вложением капитала совершенно не обязательно требуют вложения знаний."
"Russian","Можешь отгадать мой возраст?"
"Russian","Цвет её глаз был голубым."
"Russian","С другой стороны, у него было другое мнение."
"Russian","Пациенту угрожала опасность."
"Russian","Нет, это требует десять минут в день."
"Russian","Он кричал: ""Помогите!"""
"Russian","Мой меч может быть тупой, но для такого, как ты, это больше, чем достаточно."
"Russian","Кубатура моих мыслей закубасила меня, и цветут чертополохи, пьяной зеленью звеня."
"Russian","В своей речи он подверг критике политику правительства."
"Russian","Она очень внимательно относится к питанию своего ребенка."
"Russian","Железо - твёрдое."
"Russian","Что у нас сегодня в программе передач?"
"Russian","Всё, что мне нужно - это ты."
"Russian","Я читал книгу."
"Russian","Она поехала в Париж, чтобы изучать искусство."
"Russian","Депозит приносит три процента прибыли."
"Russian","Он не смог не запрыгать от счастья, услышав хорошие новости."
"Russian","Когда-то здесь стоял дом."
"Russian","Она дала мне пощечину."
"Russian","Он приехал слишком рано."
"Russian","Можете ли вы попрактиковаться со мной в японском?"
"Russian","Подводя итог, мы можем сказать, что его новый роман разочаровывает."
"Russian","Его дом стоит у реки."
"Russian","Саурон хочет, чтобы каждый хоббит его боялся."
"Russian","Девочке не нравилось мыть посуду."
"Russian","В этом месте река внезапно сужалась."
"Russian","Ты посоветовал ему обратиться в полицию?"
"Russian","Я хотел бы заплатить за это при помощи моей карточки Visa."
"Russian","У каждого человека есть своё уязвимое место."
"Russian","И чай тоже не очень хорош."
"Russian","Я видел его три года назад."
"Russian","Давайте споём."
"Russian","Данный журнал предназначен для тинейджеров."
"Russian","Япония зависит от зарубежной торговли."
"Russian","Они делают свою работу с черепашьей скоростью."
"Russian","Ремонт моего телевизора обошёлся в десять тысяч иен."
"Russian","С днём рождения, Мюриэль!"
"Russian","Он человек слова, так что если он сказал, что поможет, то сделает это обязательно."
"Russian","Верхняя часть горы покрыта снегом."
"Russian","Поначалу я не мог его понимать."
"Russian","Мотыльков привлекает свет."
"Russian","В ресторане было несколько посетителей."
"Russian","Он мне вчера солгал, чтобы не обидеть."
"Russian","Три года назад у меня был мертворожденный ребенок."
"Russian","Ребенок улыбнулся мне."
"Russian","Если он не желает учиться, мы не можем его заставить."
"Russian","Я прикупил к своей пенсии ферму с восемью акрами земли."
"Russian","Её поймали при попытке кражи драгоценностей."
"Russian","У меня не было вчера времени смотреть телевизор."
"Russian","Какой предмет вам нравится больше всего?"
"Russian","Если бы её нос был чуть короче, она была бы вполне симпатичной."
"Russian","Когда он не знал, что ему делать, то начинал сердиться."
"Russian","Молодые люди охотно ездят за границу."
"Russian","Мы посоветовали ему начать пораньше."
"Russian","Телевизор был включен, когда она встала, заслонив экран. ""Эй ты, еда готова!""."
"Russian","Как прошел экзамен?"
"Russian","Мне очень жаль, что я часто приношу тебе неприятности."
"Russian","Он был наказан за свою ложь."
"Russian","У всех других детей в школе были богатые родители, и он начинал чувствовать себя не в своей тарелке."
"Russian","Я был весьма впечатлен его выступлением."
"Russian","Чай и кофе помогают начать день."
"Russian","Я лучше умру, чем буду жить с позором."
"Russian","Он легко решил все задачи."
"Russian","Привет, Пол. Как обычно занят?"
"Russian","Он вложил свои деньги в акции на бирже."
"Russian","На борту самолета было 150 пассажиров."
"Russian","Фред заставил своего младшего брата покрасить забор."
"Russian","Ты почувствуешь себя лучше, если выпьешь это лекарство."
"Russian","Мне никто из них не нравится."
"Russian","Они хранят молчание."
"Russian","Он лежал на спине и смотрел в небо."
"Russian","Твоя майка скоро высохнет."
"Russian","К моему удивлению, в деревне не было людей."
"Russian","Он подал на это решение апелляцию в суд высшей инстанции."
"Russian","Не судите человека по тому, что он имеет."
"Russian","Хотел бы я быть более осторожным!"
"Russian","Тут есть кто-нибудь?"
"Russian","Урок из всей этой истории не заключается в том, что чтение Шекспира поможет кому-нибудь подняться в деловом мире."
"Russian","На небе появилась красивая радуга."
"Russian","Вам следует связаться с вашим адвокатом по этому делу."
"Russian","Лучший студент не смог решить задачу."
"Russian","В особенности я хотел бы подчеркнуть это."
"Russian","Он умён, но всё равно мне не нравится."
"Russian","В той стране, когда-то жил мудрый король."
"Russian","Я был рад её увидеть."
"Russian","Я нашёл эту работу очень интересной."
"Russian","Приложи к щеке лёд."
"Russian","Она поискала ключ от дома в своей сумке, но не смогла его найти."
"Russian","Сложно сказать, какая машина лучше."
"Russian","Свет от лампы мерцал в тумане."
"Russian","Она отличается от своей сестры во всём."
"Russian","Она совершенно не похожа на свою сестру."
"Russian","Я рад вас видеть, мистер Ито."
"Russian","У него есть борода."
"Russian","Перейдите через улицу."
"Russian","Пожалуйста, не бегайте по комнате."
"Russian","Я планирую сделать карьеру в области международных финансов."
"Russian","Он выгнул спину."
"Russian","Я спросил мою мать, что принести туда."
"Russian","Предатели будут депортированы."
"Russian","Он признал себя побежденным."
"Russian","Он признал своё поражение."
"Russian","Она регулярно посещает зубного врача, так что у неё редко болят зубы."
"Russian","Документы были подделаны."
"Russian","Нам досаждал постоянный шум."
"Russian","Он поставил штамп на письмо."
"Russian","Он приклеил марку на конверт."
"Russian","Из-за шума я не мог сконцентрироваться на своей работе."
"Russian","Прошлым летом я ездил в Италию."
"Russian","Весь день была хорошая погода."
"Russian","Мой дом всего в пяти минутах ходьбы от вокзала."
"Russian","Они роют яму."
"Russian","Привет! Как у тебя дела?"
"Russian","Я в это не верю!"
"Russian","Осака - второй по величине город в Японии."
"Russian","Рим расположен в Италии."
"Russian","Она прожила в этом городе всю свою жизнь."
"Russian","Скажи мне, где будет проводиться встреча."
"Russian","У меня слишком длинная юбка."
"Russian","От одного удара ни один дуб не упадёт."
"Russian","Лев раскрыл свою огромную пасть и зарычал."
"Russian","Они лузгали семечки и играли в карты."
"Russian","10 человек набилось в маленькую комнатку."
"Russian","Он рвётся вернуться в школу в сентябре."
"Russian","Цель науки, как часто говорилось, не в том, чтобы понимать, а в том, чтобы предвидеть."
"Russian","Они позволили мне уйти."
"Russian","Я удивился, что она сделала такое."
"Russian","Я должен сейчас идти."
"Russian","Я знаю, где она."
"Russian","Он совсем не смотрит телевизор."
"Russian","Мне нужна небольшая машина с кондиционером."
"Russian","Я только что позавтракал."
"Russian","Какой он большой!"
"Russian","Ребёнок больше похож на свою маму."
"Russian","Ты делаешь не так!"
"Russian","Ты как собираешься поступать?"
"Russian","Вы уже пообедали?"
"Russian","Не ищи недостатки у других."
"Russian","Его терпение лопнуло."
"Russian","В компании хороших друзей время пролетает быстро."
"Russian","Погода изменчива."
"Russian","Не забудь отослать письмо."
"Russian","Говорят, что он никогда не вернется."
"Russian","Она разорвала письмо в клочки."
"Russian","Пожалуйста, возвращайся назад как можно быстрее."
"Russian","Tatoeba — проект с открытым исходным кодом."
"Russian","Где запасный выход?"
"Russian","В этом ресторане хорошее обслуживание."
"Russian","Я одолжу тебе такой, если хочешь."
"Russian","Я хотел бы одолжить компактную машину."
"Russian","Он не может быть болен."
"Russian","Он живет в комфорте."
"Russian","Люблю играть в бейсбол."
"Russian","В наши дни мало кто болеет туберкулезом."
"Russian","Это ответ на её письмо."
"Russian","Это не в моих силах."
"Russian","Сравните стиль этих трех писем."
"Russian","Он вонзил нож в дерево."
"Russian","Мне очень жаль его."
"Russian","Я просто смотрю."
"Russian","Чем он зарабатывает на жизнь?"
"Russian","Боль была ужасная."
"Russian","Ковбои въехали в незнакомый город."
"Russian","Я мало понимаю в компьютерах."
"Russian","Я разозлил его."
"Russian","Не за что."
"Russian","Не прячься под кровать."
"Russian","Из чего делается масло?"
"Russian","Не лезь в чужие дела!"
"Russian","В данный момент у меня нет времени."
"Russian","Лунный свет слаб."
"Russian","Доктор ли он?"
"Russian","Экзамены закончились."
"Russian","Это может случиться с каждым."
"Russian","По дороге в школу мы попали под дождь."
"Russian","Человек, которого я ждал, не пришел."
"Russian","О чем он говорит?"
"Russian","На столе была кошка."
"Russian","К сожалению, у меня больше нету."
"Russian","Этот человек очень-очень стар."
"Russian","Второй раз в жизни я лечу на самолёте."
"Russian","Его отец ест там два раза в неделю."
"Russian","Калькулятор - чудесное изобретение."
"Russian","К сожалению, шел дождь."
"Russian","Он купил много муки и растительного масла."
"Russian","Могли бы Вы найти мне дом с небольшим садом?"
"Russian","Самолет летел вне нашего поля зрения."
"Russian","Это наша школа."
"Russian","Осторожно!"
"Russian","Самолётом мы можем долететь до Лондона за день."
"Russian","Билл принес мне эту книгу."
"Russian","Я хочу эту книгу, - подумал он."
"Russian","Машина сломалась."
"Russian","После выхода на пенсию его доход увеличился вдвое."
"Russian","Никогда не теряй надежду."
"Russian","Правила должны соблюдаться."
"Russian","Брак является одной из форм нарушения прав человека."
"Russian","Вот почему он не поехал учиться за границу."
"Russian","Буддизм возник в Индии."
"Russian","Его везде искали, но нигде не нашли."
"Russian","Я обожаю читать."
"Russian","Это подарок для тебя."
"Russian","Не ожидал вас увидеть."
"Russian","К 2020 году население этого города вырастет вдвое."
"Russian","Ты высыпаешься?"
"Russian","Том потерял работу."
"Russian","Это открытие войдет в историю."
"Russian","Перед моим домом есть парк."
"Russian","Мэри не с кем поговорить, но ей не одиноко."
"Russian","Нет, не могу. Я должен посмотреть бейсбольный матч по телевизору."
"Russian","Я не совсем понимаю, что он сказал."
"Russian","Вы знаете, когда они вернутся?"
"Russian","Долгие годы она изменяла своему мужу."
"Russian","Когда я смогу здесь поплавать?"
"Russian","Соль закончилась."
"Russian","Они не обратили на мои слова особого внимания."
"Russian","Контроль выхлопных газов в больших городах особенно важен."
"Russian","У него была лучшая техника."
"Russian","Я не могу принять эту теорию."
"Russian","Мы каждый год празднуем Рождество."
"Russian","С каждым днём становится всё холоднее."
"Russian","Я его не знаю."
"Russian","Что я должен принести?"
"Russian","После небольшой паузы он продолжил работу."
"Russian","Он хорошо зарабатывает."
"Russian","Я устал от этой жизни."
"Russian","Что бы он ни делал, у него хорошо получается."
"Russian","Это Майк купил вчера эту ракетку."
"Russian","Оставь это там, где нашёл."
"Russian","Это мой старший брат. Правда, красивый?"
"Russian","Электровозы заменили паровозы."
"Russian","Не все учителя ведут себя таким образом."
"Russian","Кроме английского языка он преподаёт математику."
"Russian","Я могу засвидетельствовать его невиновность."
"Russian","Никто и не догадывается, что может случиться."
"Russian","Туда и обратно или в одну сторону?"
"Russian","Лиса спряталась в дуплистом дереве."
"Russian","Созвездие Южного Креста не видно в Японии."
"Russian","Мой дядя вчера умер от рака желудка."
"Russian","Удача улыбнулась ему."
"Russian","Его чаша страданий была полна."
"Russian","Он откладывает немного денег каждый месяц."
"Russian","Это не ошибка программы, это недокументированная функция."
"Russian","Ты рискуешь стать хорошим человеком."
"Russian","Вам нужна наша помощь?"
"Russian","У вас есть что ещё сказать?"
"Russian","Я живу в Милане."
"Russian","Во многих странах покупка или курение конопли запрещено законом."
"Russian","Извините, не могли бы Вы передать мне соль и перец?"
"Russian","На английском языке говорят во всем мире."
"Russian","Как называется это насекомое на английском языке?"
"Russian","Вы можете настроить игру при первом её запуске."
"Russian","Сколько ему лет?"
"Russian","Она ушла домой только что."
"Russian","Что у Вас есть?"
"Russian","Известие некоторое время умалчивали."
"Russian","Она отсутствовала в школе по болезни."
"Russian","Я рассчитываю вернуться к следующему понедельнику."
"Russian","Апельсинового сока или шампанского?"
"Russian","Мы должны знать. Мы узнаем."
"Russian","Это самая интересная книга из всех."
"Russian","Замечательный день!"
"Russian","Я думаю, его жизнь в опасности."
"Russian","Её соседка позаботится о ребёнке, пока её нет."
"Russian","Простите, что заставил Вас так долго ждать."
"Russian","Вы умеете плавать, не так ли?"
"Russian","Я просила Тома закрыть дверь."
"Russian","Пожалуйста, позвоните мне завтра в семь утра."
"Russian","Его отец доктор?"
"Russian","Эти новости для меня новы."
"Russian","«Как проходит расследование?» – «Расследуем»."
"Russian","Если Вы голодны, тогда поешьте."
"Russian","Она сказала, ей двадцать лет, что было неправдой."
"Russian","Никогда даже не мечтал о подобном."
"Russian","Согласно стоматологам, кариес зубов не всегда вызывается только сладостями."
"Russian","Скажите, завтра будет дождь?"
"Russian","Они прекратили говорить."
"Russian","Я проснулся знаменитым."
"Russian","Да, я иду!"
"Russian","Этот фильм мне очень интересен."
"Russian","Наступит день, когда мы сможем предсказывать землетрясения."
"Russian","Извините, я могу обменять этот свитер на другой?"
"Russian","Никто не знает, что на самом деле произошло."
"Russian","Капец! Я потерял бумажник."
"Russian","Её волосы словно шёлк."
"Russian","Я предпочитаю английский."
"Russian","Его легко разозлить."
"Russian","Моё новое платье - красное."
"Russian","Опасаясь простуды, я вышел в пальто."
"Russian","У меня телефон в комнате."
"Russian","Она занята подготовкой к путешествию."
"Russian","Вам это нужно."
"Russian","Мы хотим забраться на ту гору."
"Russian","Этот галстук не подходит к моему костюму."
"Russian","Киты относятся к млекопитающим."
"Russian","Вот самый лучший способ сделать это."
"Russian","Ты вернулся?"
"Russian","Не ешьте как минимум три часа."
"Russian","Мальчик лежал и слушал радио."
"Russian","Мне нужно снотворное."
"Russian","Можно ли сегодня ночью увидеть Венеру?"
"Russian","Они вечно жалуются."
"Russian","Все мои торты вкусные!"
"Russian","Никто не скроется от смерти."
"Russian","Он - квалифицированный юрист."
"Russian","Я больше не люблю его."
"Russian","Ключ от комнаты, пожалуйста."
"Russian","Апельсины означают счастливую любовь, тогда как лимоны — безответную."
"Russian","У тебя очень хороший почерк."
"Russian","Обе стороны обязуются не разглашать условия данного договора третьим лицам."
"Russian","Мы расчистили путь через лес."
"Russian","Я хотел сделать ей сюрприз."
"Russian","Она что-то бормочет."
"Russian","Вы бывали за границей?"
"Russian","Он говорит по-французски?"
"Russian","Папа, покатай меня на закорках."
"Russian","Полицейский совершал свой обычный ночной обход."
"Russian","Я тебе сделаю модель самолёта."
"Russian","Я любыми способами старался воплотить этот план в жизнь, но всё было напрасно."
"Russian","Он любит сплетничать."
"Russian","Мой старший брат умеет водить автомобиль."
"Russian","Пожалуйста, наполните эту бутылку водой."
"Russian","Это не твои кресла."
"Russian","Был вечер воскресенья, и город кишел людьми."
"Russian","Он очень дружелюбный, я очень рад работать с ним."
"Russian","Комнату завтра покрасят."
"Russian","Я купил ей новый автомобиль."
"Russian","Я назвал котёнка Тама."
"Russian","Маюко перезвонила мне."
"Russian","У вас, молодых людей, вообще отсутствует чувство юмора."
"Russian","Они за животы хватались, хохоча над его шуткой."
"Russian","Тебе лучше действовать легальными методами."
"Russian","Я еду в Европу на следующей неделе."
"Russian","Покажите мне дорогу к автобусной остановке."
"Russian","Смотри на это проще."
"Russian","На неделе я должен вернуться домой."
"Russian","Я изучаю два иностранных языка."
"Russian","Джон главнее Роберта."
"Russian","Если бы я родился заново, я бы стал музыкантом."
"Russian","Как вы любезны."
"Russian","Я не хочу обедать."
"Russian","Вход детям до пяти лет бесплатно."
"Russian","Я ненавижу самоуверенных женщин."
"Russian","Мы можем гордиться нашими старинными замками."
"Russian","Я занимаюсь рутинной работой каждый день."
"Russian","Она закричала, когда прочитала письмо."
"Russian","Ответь же мне!"
"Russian","Огни не горели."
"Russian","Я только что думал о новой работе."
"Russian","Он начал искать работу."
"Russian","Его офис за банком с левой стороны от вас."
"Russian","От этого душераздирающего зрелища на глаза у нас навернулись слёзы."
"Russian","Он не последователен."
"Russian","Нравится?"
"Russian","Мы слышали эхо наших голосов с другой стороны долины."
"Russian","Я легко решил проблему."
"Russian","Дешёвое пальто делает человека дешёвым."
"Russian","Они ушли в пять часов, так что, может, будут дома около шести."
"Russian","Единственное, что ты можешь делать, - это ждать."
"Russian","Я часто размышляю над смыслом жизни."
"Russian","Я обсужу этот вопрос с шефом."
"Russian","Я надеюсь, вы получите его помощь."
"Russian","Ему нужен зонтик."
"Russian","Он был слишком маленьким, чтобы идти в школу."
"Russian","Это все деньги, которые у меня сегодня есть."
"Russian","Он колебался, перед тем как ответить."
"Russian","Это может быть или может не быть правдой."
"Russian","В будущем я постараюсь не опаздывать."
"Russian","Безукоризненность - это мелочная глупость."
"Russian","Когда мы пришли в зал, концерт уже начался."
"Russian","Я бы хотел увидеть моего отца."
"Russian","Жизнь скучна в маленькой деревеньке."
"Russian","Вы не могли бы говорить погромче? Я не слышу."
"Russian","Она испекла мне пирог."
"Russian","Он приедет в Париж завтра."
"Russian","Пейзаж великолепен."
"Russian","Дети любят макароны с томатным соусом."
"Russian","Тот, кто еще недавно полагал, что он чем-то управляет, оказывается вдруг лежащим неподвижно в деревянном ящике, и окружающие, понимая, что толку от лежащего нет более никакого, сжигают его в печи."
"Russian","Чей это словарь?"
"Russian","Ручка отвалилась от двери, когда я схватился за неё."
"Russian","Эта река не загрязнённая."
"Russian","Общество изменяют отдельные личности."
"Russian","Содержание дома обходится дорого."
"Russian","А что касается супа, то он был такой острый, что я в самом деле не мог его есть."
"Russian","Эти животные к тому же очень приветливы."
"Russian","Эти животные к тому же очень покладисты."
"Russian","Кажется, я понимаю."
"Russian","Не обращай внимания."
"Russian","Соберите бумаги и принесите их сюда."
"Russian","Боюсь, что пойдет дождь."
"Russian","Он похож на дедушку."
"Russian","Это офис, в котором он работает."
"Russian","Все ученики присутствовали."
"Russian","Перейдём улицу."
"Russian","Том был настолько погружен в работу, что забывал есть."
"Russian","Она кажется молодой, но на самом деле она старше тебя."
"Russian","Он говорит на пяти языках."
"Russian","В науке практика важнее теории."
"Russian","Лучше бы ты этого не говорил."
"Russian","Нам пора идти."
"Russian","Они жили в мире."
"Russian","В этом году было меньше несчастных случаев, чем в прошлом."
"Russian","Я практически не слышу тебя."
"Russian","Он не говорит по-английски, да?"
"Russian","Зачем Вы приехали в Японию?"
"Russian","Идите как можно быстрее."
"Russian","Он не верит в бога."
"Russian","Мы послали приглашения вчера."
"Russian","Часы сломались."
"Russian","Часы показывают неверное время."
"Russian","Это два абсолютно различных мнения."
"Russian","Он не нашел то, что я спрятала."
"Russian","Хочу выучить иврит."
"Russian","Юми станет учителем."
"Russian","Вчера я отключил свою учетную запись в Twitter’е."
"Russian","Спасибо за воспоминания."
"Russian","Он неизлечимо болен."
"Russian","Лев - царь зверей."
"Russian","Сколько книг ты прочла?"
"Russian","Арон убил Елизавету."
"Russian","Я хочу выучить иврит."
"Russian","Обвиняемый пытался оправдать свои действия."
"Russian","Ей восемь."
"Russian","Я тебе позвоню."
"Russian","Принеси ключ."
"Russian","Если потерпишь неудачу, не падай духом."
"Russian","Прекрати сейчас же!"
"Russian","Это письмо адресовано тебе."
"Russian","Каким поездом приедешь?"
"Russian","Я ничего о ней не знаю."
"Russian","Что бы ты хотел на ужин?"
"Russian","Пожалуйста, разрешите пройти!"
"Russian","Чему отец тебя учил?"
"Russian","Она не любит змей и математику."
"Russian","Где ты сейчас живешь?"
"Russian","Он из Соединенных Штатов."
"Russian","Иди к чёрту!"
"Russian","Сколько он зарабатывает в месяц?"
"Russian","Внимание!"
"Russian","Это всего лишь шутка."
"Russian","Я попросил Кена, чтобы он помог мне."
"Russian","Я открыл новую звезду."
"Russian","Ты знаешь, что мне не нравятся яйца."
"Russian","Сегодня я увидел звезду."
"Russian","У собаки хороший нюх."
"Russian","Ты не должен был приходить так скоро."
"Russian","Ты не должен был так рано кончать."
"Russian","Будьте добры объяснить, почему Вы не можете прийти."
"Russian","Я надеялась закончить это вчера."
"Russian","Я купил книгу вчера."
"Russian","Вчера я ловил рыбу в реке."
"Russian","Вчера я починил машину."
"Russian","Вчера я починил велосипед."
