"language","text"
"English","The instinct to panic, run out of the office, take most of your clothes off and lie panting on the fire escape is still too strong."
"English","But there, too, is confusion."
"English","It is not the thing to go out courting malignant growths any more so what should you do?"
"English","A shady barbecue, perhaps?"
"English","Starve your friends while you tamper with fire for hours then poison them with burnt yet still quivering slices of underdone suckling pig?"
"English","Or organize picnics in the park and end up with all the women scraping squashed gobbets of mozzarella off tinfoil and yelling at children with ozone asthma attacks; while the men swig warm white wine in the fierce midday sun, staring at the nearby softball games with left-out shame."
"English","Envy summer life on the Continent, where men in smart lightweight suits and designer sunglasses glide around calmly in smart air-conditioned cars, maybe stopping for a citron presse in a shady pavement cafe in an ancient square, totally cool about the sun and ignoring it because they know for a fact that it will still be shining at the weekend, when they can go and lie quietly on the yacht."
"English","Feel certain this has been factor behind our waning national confidence ever since we started to travel and notice it."
"English","I suppose things might change."
"English","More and more tables are on pavements."
"English","Monday 12 June"
"English","9st 1, alcohol units 3 (v.g."
"English","7 p.m. Mum just rang."
"English","Ursula was in the year above you at the High School."
"English","Herbert died of leukaemia ."
"English","Ridiculous to have had video for two years and never to have been able to make it record anything."
"English","Also is marvellous FV 67 HV VideoPlus."
"English","Simple matter of following operating instructions, locating buttons, etc., certain."
"English","Cannot locate operating instructions."
"English","Found operating instructions under Hello!"
"English","But what are IMC functions?"
"English","Decide to ignore that page."
"English","Hate the stupid video."
"English","Feel exactly the same as feel when trying to follow signposts on roads."
"English","Know in heart that signposts and video manual do not make sense but still cannot believe authorities would be so cruel as to deliberately dupe us all."
"English","Feel incompetent fool and as if everyone else in world understands something which is being kept from me."
"English","Press red and nothing happens."
"English","Press numbers and nothing happens."
"English","Wish stupid video had never been invented."
"English","Realize was using telly remote control by mistake."
"English","Now news has come on."
"English","Suddenly there is clicking noise within video and the news is replaced, incomprehensibly, by Blind Date."
"English","Newsnight in 15 minutes."
"English","Cassette will not go in."
"English","10.18 p.m. Ah, Thelma and Louise is in there."
"English","10.19 p.m.Thelma and Louise will not come out."
"English","10.21 p.m. Frenziedly press all buttons."
"English","Cassette comes out and goes back in again."
"English","10.25 p.m. Have got new cassette in now."
"English","now ""would"" you see, in 1570 ."
"English","10.31 p.m. OK. OK."
"English","10.33 p. Yesss, yesss."
"English","Cassette has started rewinding and now stopped and ejected."
"English","Realize in excitement have sat on remote control."
"English","Have rung Shazzer, Rebecca, Simon, Magda."
"English","Nobody knows how to programme their videos."
"English","Only person I know who knows how to do it is Daniel."
"English","10.45 p.m. Oh God."
"English","Daniel fell about laughing when said I could not programme video."
"English","Said he would do it for me."
"English","Still, at least have done best for Mum."
"English","11.30 p.m. Daniel just called."
"English","Sunday 8 June"
"English","8st 12, alcohol units 3, cigarettes 17."
"English","Nice country house hotel."
"English","Wednesday 21 June"
"English","8st 11 (v.v.g."
"English","Daniel has refused to discuss the mini-break any more, or look at the brochure, and has forbidden me from mentioning it until we actually set off on Saturday."
"English","How can he expect me not to be excited when I have been longing for this for so long?"
"English","Why is it that men have not yet learnt to fantasize about holidays, choose them from brochures and plan and fantasize about them in the way that they (or some of them) have learnt to cook or sew?"
"English","The singlehanded mini-break responsibility is hideous for me."
"English","Sunday 25 June"
"English","8st 11, alcohol units 7, cigarettes 2, calories 4587 (ooops)."
"English","Daniel decided the place was nouveau from the moment we arrived, because there were three Rolls-Royces parked outside, and one of them yellow."
"English","I was fighting a sinking realization that it was suddenly freezing cold and I had packed for 900 heat."
"English","This was my packing:"
"English","Long floaty white dress 1."
"English","Trailer-park-trash pink jelly mules 1 pair."
"English","Tea-rose-pink suede mini dress 1."
"English","Bras, pants, stockings, suspenders (various)."
"English","There was a crack of thunder as I teetered, shivering, after Daniel to find the foyer stuffed with bridesmaids and men in cream suits and to discover that we were the only guests staying in the hotel who were not in the wedding party."
"English","Suddenly I had the unmistakable feeling that Daniel was trying to change the subject."
"English","I thought Daniel was going to hit him."
"English","Instead of lying side by side with Daniel in hot sun at the side of the lake wearing a long floaty dress, I ended up blue with cold in a rowing boat with one of the hotel bath towels wrapped round me."
"English","Eventually we gave up to retire to our room for a hot bath and Codis, discovering en route that another couple were to be sharing the non-wedding party dining room with us that evening, the female half of which was a girl called Eileen whom Daniel had slept with twice, inadvertently bitten dangerously hard on the breast and never spoken to since."
"English","As I emerged from my bath Daniel was lying on the bed giggling."
"English","All you do is not eat any food which you have to pay for."
"English","Then you lose weight and get a bit leggy and shag-me hippy and people start taking you out for meals."
"English","I keep telling you nobody wants legs like a stick insect."
"English","I was torn between a gross image of myself with a bicycle parked in my bottom and a pint of beer balanced on it, fury at Daniel for his blatantly provocative sexism and suddenly wondering if he might be right about my concept of my body in relation– to men, and, in which case, whether I should have something delicious to eat straight away and what that might be."
"English","Seconds later the room was in complete darkness apart from the flickering light of the cricket."
"English","Daniel had lit a fag and was calling down to room service for six cans of Fosters."
"English","Sunday 2 July"
"English","8st 10 (continuing good work), alcohol units 0, cigarettes 0, calories 995, Instants 0: perfect."
"English","7.45 a.m. Mum just rang."
"English","There was a slight pause."
"English","Sometimes I think my mother is part of the modern world and sometimes she seems a million miles away."
"English","I tried hard not to, fighting off a vision of Una Alconbury in thigh boots, fishnet nights and a peephole bra."
"English","For sixty-year-olds to organize such an event seemed unnatural and wrong."
"English","My heart sank at the thought of my relationship with Daniel being dissected in dose and intimate detail amongst the Lifeboat luncheons of Northamptonshire."
"English","When I retrieved the phone my mother was still talking."
"English","Daniel was standing stark naked in the doorway."
"English","I like it when he is authoritative without being cross like this."
"English","I could practically hear her going all fluttery."
"English","Yes, it is an absolutely beautiful day."
"English","He looked at me while she chattered for a few seconds then turned back to the receiver."
"English","I shall put that in the diary for the twenty-ninth and look out my dog collar."
"English","You take care of yourself, now."
"English","Saturday 22 July"
"English","8st 11 (hmm must get 1lb off), alcohol units 2, cigarettes 7, calories 1562."
"English","Actually I am really excited about Daniel coming to the Tarts and Vicars party with me next Saturday."
"English","It will be a gorgeous hot day."
"English","Maybe we could even make a mini-break of it and stay in a pub (or other hotel without televisions in the bedroom)."
"English","I hope he likes him."
"English","I expected Daniel to at least be sympathetic."
"English","Friday 28 July"
"English","8st 12 (must do diet before tomorrow), alcohol units I (v.g."
"English","Daniel was really sweet tonight and spent ages helping me choose my outfit for the Tarts and Vicars."
"English","He kept suggesting different ensembles for me to try on while he weighed it up."
"English","It was really good of him to give up the time."
"English","Sometimes I think he really is quite caring."
"English","He seemed particularly keen on sex tonight as well."
"English","Ooh, I am so looking forward to tomorrow."
"English","Saturday 29 July"
"English","8st 11 9v.g."
"English","Cannot believe what has happened."
"English","By 1 p.m. Daniel had still not woken up and I was starting to worry because the party starts at 2.30."
"English","He promised to come."
"English","Cannot believe what I have been through."
"English","As I started to cross the lawn they all went quiet, and I realized to my horror that instead of Tarts and Vicars, the ladies were in Country Casuals-style calf-length floral two-pieces and the men were in slacks and V-necked sweaters."
"English","I stood there, frozen, like, well, a rabbit."
"English","Then while everyone stared, Una Alconbury came flapping across the lawn in pleated fuchsia holding out a plastic tumbler full of bits of apple and leaves."
"English","Super to see you."
"English","I mean, did she think I dressed as a bunny girl normally or something?"
"English","said Uncle Geoffrey, lurching over, pissed."
"English","because everyone thought vicars were tarts anyway."
"English","Beside him was the tall thin glamorous top family-law barrister clad in a demure lilac dress and coat like Jackie O. with sunglasses on her head."
"English","The smug witch smirked at Mark and blatantly looked me up and down in a most impolite manner."
"English","trilled my mother, hurrying towards us in a bright turquoise pleated shirtwaister, waving a clapper board."
"English","You look like a common prostitute."
"English","Absolute quiet, please, everyone, aaaaand ."
"English","I saw Mark Darcy talking to Una and gesturing in my direction then Una, looking purposeful, hurried across to me."
"English","Another glass of Pimms?"
"English","All this was said very aggressively as if Una was taking as a personal insult the fact that Mark had chosen a girlfriend who was a) not me and b) had not been introduced to him by Una at a turkey curry buffet."
"English","said Mark, looking surprised."
"English","He stared at me, as if distracted by something else."
"English","Are you suggesting that I am jealous of Daniel Cleaver?"
"English","After 45 minutes more horror I thought I could decently leave, pleading work to Una."
"English","I had to have a cigarette in the car for five minutes before I was calm enough to set off."
"English","Sitting next to him in the front seat was Penny Husbands-Bosworth, wearing a red lace underwired uplift basque, and two bunny ears."
"English","There was I no answer when I rang, so I left it a while and rang again in case it was just in the middle of a really good wicket or something."
"English","I looked up at his window and there was Daniel."
"English","I beamed at him, waved and pointed at the door."
"English","He disappeared, I assumed to press the buzzer, so I rang the bell again."
"English","But when I looked round, there he was again, not on the phone, but watching me out of the window."
"English","Cunning as a fox, I pretended not to see and kept walking, but inside I was in turmoil."
"English","Why was he watching?"
"English","Suddenly it hit me like a thunderbolt."
"English","He was with a woman."
"English","My heart pounding, I rounded the corner, then, keeping flat against the wall, I peered round to check he had gone from the window."
"English","No sign of him."
"English","I hurried back and assumed a crouching position in the porch next to his, observing his doorway between the pillars in case a woman came out."
"English","I waited, crouched in the position for some time."
"English","What would I do?"
"English","Also, what was to stop him leaving the woman in the flat with instructions to stay there until he had had time to get to the pub?"
"English","I looked at my watch."
"English","Emboldened, I hurried back towards the door and pushed the buzzer."
"English","Did I hear a voice in the background?"
"English","In denial, I told myself he was just laundering money or dealing in drugs."
"English","He was probably trying to hide polythene bags full of cocaine under the floorboards helped by some smooth South American men with ponytails."
"English","He was playing for time I could tell."
"English","Maybe it was a slight smell ."
"English","something about the way Daniel was behaving."
"English","Whatever it was, I just knew."
"English","We stood there warily at opposite sides of the sitting room."
"English","I was just desperate to start running around opening and dosing all the cupboards like my mother and ringing 1471 to see if there was a number stored from America."
"English","I needed to get him into the kitchen so I could go through all the cupboards."
"English","He looked at me for a moment, then set off into the kitchen at which I quickly leapt across the room to look behind the sofa and the curtains."
"English","Daniel was standing in the doorway-"
"English","He looked suspicious and headed off to the kitchen again."
"English","Deciding there was no time to dial 1471, I quickly checked the cupboard where he keeps the duvet for the sofabed – no human habitation – then followed him to the kitchen, pulling open the door of the hall cupboard as I passed at which the ironing board fell out, followed by a cardboard box full of old 45s which slithered out all over the floor."
"English","said Daniel mildly again, coming out of the kitchen."
"English","Instead I locked the loo door and started frantically looking around for things."
"English","There was someone in the room."
"English","It was Daniel, defensively holding a pair of jeans in front of him."
"English","I leaned my head on his chest and put my arms around him, trying to smell his shirt for perfume traces and get a good look at the bed, which was unmade as usual."
"English","he said, starting to unzip the bridesmaid dress and pressing against me in a way which made his intentions very clear."
"English","I suddenly thought this might be a trick and he was going to seduce me while the woman slipped out unnoticed."
"English","Usually once he gets going he will see things through to their logical conclusion come earthquake, tidal wave or naked pictures of Virginia Bottomley on the television."
"English","As I did so I suddenly caught sight of the door that led up to the roof terrace."
"English","he said as I stared at the door suspiciously."
"English","If we then went up on the roof she would be able to escape."
"English","But if that was the case, surely Daniel would have suggested going up on the roof much sooner."
"English","He brought me a cup of tea and sat down at his laptop, which was open and turned on."
"English","Only then did I start to think that maybe there was no woman."
"English","There was a document up on the screen – maybe he really had been working and on the phone to America."
"English","And I was making a complete prat of myself behaving like a madwoman."
"English","I felt a complete fool."
"English","It was bloody Mark Darcy trying to wreck my relationship by sowing suspicions in my mind."
"English","Poor Daniel, it was so unfair to doubt him in this way, because of the word of some arrogant, ill-tempered, topflight human-rights lawyer."
"English","Then I heard a scraping noise on the roof above us."
"English","he yelled, moving to bar my path, but I was too quick for him."
"English","I dodged past, opened the door, ran up the stairs and opened the hatch out into the sunlight."
"English","There, spread out on a sunlounger, was a bronzed, long-limbed, blonde-haired stark-naked woman."
"English","I stood there frozen to the spot, feeling like an enormous pudding in the bridesmaid dress."
"English","The woman raised her head, lifted her sunglasses and looked at me with one eye closed."
"English","I heard Daniel coming up the stairs behind me."
"English","Tuesday 1 August"
"English","8st 12, alcohol units 3, cigarettes 40 (but have stopped inhaling in order to smoke more), calories 450 (off food),1471 calls 14, Instants 7."
"English","My boyfriend is sleeping with a bronzed giantess."
"English","My mother is sleeping with a Portuguese."
"English","Jeremy is sleeping with a horrible trollop, Prince Charles is sleeping with Camilla Parker-Bowles."
"English","Do not know what to believe in or hold on to anymore."
"English","Feel like ringing Daniel in hope he could deny everything, come up with plausible explanation for the clothes-free rooftop valkyrie – younger sister, friendly neighbor recovering from flood or similar – which would make everything all right."
"English","Should have gone to stay with Tom as suggested."
"English","Hate being alone in middle of night, smoking and sniveling like mad psychopath."
"English","Fear Dan downstairs might hear and ring loony bin."
"English","Why does nothing ever work out?"
"English","It is because I am too fat."
"English","Toy with ringing Tom again but only called him forty-five minutes ago."
"English","Cannot face going into work."
"English","Daniel had left three messages when I got back, asking me to call him."
"English","Used to think he was cynical and wrong but I think I was nice to Daniel and look what happened."
"English","Oh God, birds have started singing."
"English","Have to go to work in three and a half hours."
"English","Have suddenly had brainwave: ring Mum."
"English","10 a.m. Mum was brilliant."
"English","Yes, that does include you, Julio."
"English","Now come along, darling."
"English","Go into work looking drop-dead gorgeous."
"English","Made a complete silly fool of himself trying to attract my attention."
"English","What did she think she looked like, a hamster or something?"
"English","Let me give you my direct line, darling."
"English","He has to work with you."
"English","Prepare to hand in your notice, kid."
"English","Am just off to work looking like Ivana bloody Trump wearing a suit and lip gloss."
"English","Wednesday 2 August"
"English","8st 12., thigh circumference 18 inches, alcohol units 3 (but v. pure sort of wine), cigarettes 7 (but did not inhale), calories 1500 (excellent), teas 0, coffees 3 (but made with real coffee beans therefore less cellulite-inducing), total caffeine units 4."
"English","Am going to get down to 8st 7lb again and free thighs entirely of cellulite."
"English","Certain everything will be all right then."
"English","Have embarked on intensive detoxification program involving no tea no coffee no alcohol no white flour no milk and what was it?"
"English","This last bit puzzles me – does the anticellulite oil actually soak into the cellulite through the skin?"
"English","In which case, if you put self-tanning lotion on does that mean you get suntanned cellulite inside?"
"English","Or a suntanned lymphatic drainage system?"
"English","That was the other thing."
"English","Thursday 3 August"
"English","8st 11, thigh circumference 18 inches (honestly, what is bloody point), alcohol units 0, cigarettes 25 (excellent, considering), negative thoughts: approx."
"English","445 per hour, positive thoughts 0."
"English","Head state v. bad again."
"English","Cannot bear thought of Daniel with someone else."
"English","Mind is full of horrid fantasies about them doing things together."
"English","The plans to lose weight and change personality kept me aloft for two days, only to collapse around my ears."
"English","I realize it was only a complicated form of denial."
"English","Unfortunately, I now realize the whole point of the aloof over-made-up ice-queen on anticellulite diet palaver was to make Daniel realize the error of his ways."
"English","Tom did warn me of this and said 90 percent of plastic surgery was done on women whose husbands had run off with a younger woman."
"English","Daniel kept sending me computer messages at work."
"English","But the more he sent the more I got carried away, imagining that the self-reinvention was working, that he realized he had made a terrible, terrible mistake, had only now understood how much he truly loved me, and that the rooftop giantess was history."
"English","Tonight he caught up with me outside the office as I was leaving."
"English","Instead he looked rather cross."
"English","I stared at him, astonished at the audacity of his volte-face."
"English","Friday 4 August"
"English","Thigh circumference 18 inches, negative thoughts 600 per minute, panic attacks 4, crying attacks 12 (but both times only in toilets and remembered to take mascara), Instants 7."
"English","This is just ."
"English","What on earth possessed me to think it was a good idea to have an affair with my boss?"
"English","Cannot deal with it out there."
"English","Daniel has announced his engagement to the giantess."
"English","I keep remembering how romantic it was when we started and it was all secret computer messages and trysts in the lift."
"English","Am seriously considering face-lift."
"English","Tuesday 8 August"
"English","9st, alcohol units 7 (har har), cigarettes 29 (tee hee), calories 5 million, negative thoughts 0, thoughts, general 0."
"English","I told her a bit about the tragedy with Daniel and she was horrified, immediately declared a state of emergency and said she would call Sharon and fix for us all to meet at nine."
"English","2 a.m. Gor es wor blurry goofun tonight though."
"English","Wednesday 9 August"
"English","9st 2 (but in good cause), thigh circumference 16 inches (either miracle or hangover error), alcohol units 0 (but body still drinking units from last night), cigarettes 0 (ugh)."
"English","In physically disastrous state but emotionally v. much cheered up by night out."
"English","Jude arrived in vixen-from-hell fury because Vile Richard had stood her up for the Relationship Counseling."
"English","Actually, I have a commitment problem."
"English","I said, intrigued, immediately thinking maybe I had a commitment problem."
"English","are looking for researchers."
"English","Current affairs, terribly good."
"English","I said you had a degree in politics, darling."
"English","That only gives me five days to learn Current Affairs."
"English","Saturday 12 August"
"English","9st 3 (still in very good cause), alcohol units 3 (v.g."
"English","bad, particularly since first day of giving up), calories 1800 (g.), lottery tickets 4 (fair), no."
"English","of serious current affairs articles read 1.5, 1471 calls 22 (OK), minutes spent having cross imaginary conversations with Daniel 120 (v.g."
"English","Determined to be v. positive about everything."
"English","Am going to change life: become well informed re: current affairs, stop smoking entirely and form functional relationship with adult man."
"English","Still have not had fag."
"English","8:35 a.m. No fags all day."
"English","8:40 a.m. Wonder if anything nice has come in post?"
"English","Hateful document from Social Security Agency asking for ?1452."
"English","How can this be?"
"English","Have not got ?1432."
"English","Oh God, need fag to calm nerves."
"English","8:47 a.m. Just had fag."
"English","But no-smoking day does not start officially till have got dressed."
"English","Suddenly start thinking of former boyfriend Peter with whom had functional relationship for seven years until finished with him for heartfelt, agonizing reasons can no longer remember."
"English","Every so often – usually when he has no one to go on holiday with – he tries to get back together and says he wants us to get married."
"English","Before know where am, am carried away with idea of Peter being answer."
"English","Why be unhappy and lonely when Peter wants to be with me?"
"English","Quickly find telephone, ring Peter and leave message on his answerphone-merely asking him to give me call rather than whole plan of spending rest of life together, etc."
"English","1:15 p.m. Peter has not rung back."
"English","Am repulsive to all men now, even Peter."
"English","No-smoking policy in tatters."
"English","V. bad feeling in pancreas area."
"English","Exes should never, never go out with or marry other people but should remain celibate to the end of their days in order to provide you with a mental fallback position."
"English","Have just smoked entire packet of Silk Cut as act of self-annihilating existential despair."
"English","Hope they both become obese and have to be lifted out of the window by crane."
"English","Trying to concentrate hard on memorizing names of Shadow Cabinet to avoid spiral of self-doubt."
"English","Realize with sinking humiliation that reason have been feeling smug about Peter all these years was that I finished with him and now he is effectively finishing with me by marrying Mrs."
"English","She was wearing a lime green suit, black tights and highheeled court shoes."
"English","She looked like Cilla Black on Blind Date."
"English","she said, banging cupboard doors."
"English","I began, but then her handbag started ringing."
"English","She was balancing a portable phone under her chin now and scribbling."
"English","Now I have missed the news and she has gone off to a Cheese and Wine party, leaving me looking like a door-to-door cosmetics saleswoman in a bright blue suit with slithery green blouse underneath and blue eyeshadow right up to my eyebrows."
"English","He led us excitedly across the big white space to a toilet paper roll: inside out with the cardboard outside the paper."
"English","They looked at me expectantly."
"English","Suddenly I knew I was going to cry."
"English","Tom was now drooling over a giant bar of soap bearing the imprint of a penis."
"English","Gav was staring at me."
"English","There was a queue outside a Portaloo, and I joined it, shaking."
"English","Suddenly, just when it was almost my turn, I felt a hand on my arm."
"English","I burst into the cubicle and was just about to get on with it when I realized the toilet was actually a molding of the inside of a toilet, vacuum-packed in plastic."
"English","Then Daniel put his head round the door."
"English","he said, and closed the door again."
"English","When I came out he had vanished."
"English","Tom was waiting outside.."
"English","Then he took one look at my face and said."
"English","How can you not be left with the personal confidence of a passed-over British Rail sandwich?"
"English","Sunday 13 August"
"English","V. bad night."
"English","Made me even more depressed in way cannot quite fathom."
"English","Am going to stop feeling sorry for myself and spend morning learning newspapers by heart."
"English","Yes, I saw Peter last night ."
"English","and he was telling everyone how upset you were about the wedding."
"English","As he said, it is difficult, single women do tend to get desperate as they get older ."
"English","By lunchtime could no longer go on with Sunday, trying to pretend everything was OK."
"English","Rang up Jude and told her about Waspy, Rebecca, job interview, Mum, Daniel and general misery and arranged to meet at Jimmy Beez at two for a Bloody Mary."
"English","6 p.m. As luck would have it, Jude had just been reading brilliant book called Goddesses in Everywoman."
"English","What you have to do is be a heroine and stay brave, without sinking into drink or self-pity and everything will be OK. And that all the Greek myths and many successful movies are all about human beings facing difficult trials and not being wimps but holding hard and thus coming Out on top."
"English","The book also says that coping with difficult times is like being in a conical shell-shaped spiral and there is a point at each turn that is very painful and difficult."
"English","That is your particular problem or sore spot."
"English","When you are at the narrow, pointy end of the spiral you come back to that situation very often as the rotations are quite small."
"English","Trouble is now I have sobered up not sure I am 100 percent sure what she was talking about."
"English","Monday 14 August"
"English","9st 5 (great-turned into lard mountain for interview, also have spot), alcohol units 0, cigarettes many, calories 1575 (but threw up so effectively 400, approx.)."
"English","I have told Perpetua I am at the gynecologist – I know I should have said dentist but opportunities to torture the nosiest woman in the world must not be allowed to slip through the net."
"English","Oh fuck, oh flick."
"English","Is it someone with a beard?"
"English","Will have to pretend have recurring gynecological condition."
"English","Might as well take rest of morning off anyway."
"English","Wednesday 16 August"
"English","Kept waking up bathed in sweat, panicking about the difference between the Ulster Unionists and SDLP and which of them Ian Paisley was involved in."
"English","before being picked up by the singsong personal assistant – Patchouli – who sported Lycra cycle shorts and a nose stud and blanched at my Jigsaw suit, as if, in a hideously misjudged attempt to be formal, I had turned up in a floor-length shot-silk Laura Ashley ball gown."
"English","she muttered, powering off down a corridor while I scurried after her."
"English","She burst through a pink door into a vast open_plan office strewn with piles of scripts, TV screens suspended from the ceiling, charts all over the walls, and mountain bikes propped against the desks."
"English","At the far end was a large oblong table where the meeting was in progress."
"English","Everyone turned and stared as we approached."
"English","A plump, middle_aged man with curly blond hair, a denim shirt and huge red spectacles was jigging up and down at the end of the table."
"English","he was saying, holding up his fists like a boxer."
"English","How does a man with a girlfriend with looks like Elizabeth Hurley have a blow job from a prostitute on a public highway and get away with it?"
"English","What about the Shadow Cabinet?"
"English","What about the Peace Process?"
"English","He was obviously trying to work out how he could get away with sleeping with a prostitute himself."
"English","Suddenly, he was looking straight at me."
"English","The entire table of grunge youths stared."
"English","My mind went blank."
"English","There was a deathly hush, then Richard Finch started to laugh."
"English","Then all the grunge youths started to laugh as well."
"English","Tuesday 22 August"
"English","9st 2, alcohol units 4, cigarettes 25, lottery tickets 5."
"English","Shazzer is going to the Edinburgh Festival, as is Tom, I think, also lots of people from the office."
"English","Would like to go but not sure can afford it and fear presence of Daniel."
"English","Also everyone will be more successful and having a better time than me."
"English","Wednesday 23 August"
"English","Definitely going to Edinburgh."
"English","Daniel is working in London so no danger of bumping into him on the Royal Mile."
"English","It will be good for me to get away instead of obsessing and waiting for Good Afternoon!"
"English","Thursday 24 August"
"English","Friday 25 August"
"English","I am going to Edinburgh."
"English","So generous and hospitable of her."
"English","Saturday 26 August"
"English","I might finish The Famished Road."
"English","I must go to see something tomorrow."
"English","She spent the entire train journey with the portable phone pressed to her ear, bellowing at the rest of us."
"English","So shall we not go to Jenny Eclair – Chuh!"
"English","Secretly relieved, I walked or rather mountaineered back to the flat, picked up a lovely baked potato with a chicken curry and watched Casualty."
"English","I was supposed to meet Perpetua at the Assembly Rooms at nine."
"English","I went back to the George bar to look for Tina and find out where Shazzer was."
"English","It was my mother, done up like Marianne Faithfull and about to interview Alan Yentob."
"English","she trilled in a Una Alconbury flower-arranging voice."
"English","Sunday 27 August, Edinburgh"
"English","of shows seen 0."
"English","I think she might have misunderstood something somewhere along the line."
"English","There is a man in the house."
"English","I can just tell."
"English","Then it all went quiet and I heard Debby and the man whispering and him going into the kitchen."
"English","2 p.m. Oh my God."
"English","Met Jude in the George at three."
"English","We were going to go to a Question and Answer session but we had a few Bloody Marys and remembered that Question and Answer sessions have a bad effect on us."
"English","You get hypertense trying to think up a question, putting your hand up and down."
"English","You finally get to ask it, in a semi-crouching position and odd high-pitched voice, then sit frozen with embarrassment, nodding like a dog in the back of a car whilst a twenty-minute answer in which you had no interest in the first place is directed at you."
"English","Anyway, before we knew where we were it was 5:30."
"English","Then Perpetua appeared with a whole bunch of people from the office."
"English","There was a big silence."
"English","Monday 28 August"
"English","Considerably less annoyingly, there was a letter from Richard Finch, the editor of Good Afternoon!"
"English","offering me a job, I think."
"English","This is all it said:"
"English","OK, my darling."
"English","Tuesday 29 August"
"English","9st2,, alcohol units 0 (v.g."
"English","I had better go and tell him."
"English","Daniel stared at me, ashen-faced."
"English","Then Perpetua burst in – she must have been eavesdropping outside the door."
"English","Suddenly think I might love Perpetua, though not in a lesbian way."
"English","Monday 4 September"
"English","9st, alcohol units 0, cigarettes 27, calories 15, minutes spent having imaginary conversations with Daniel telling him what I think of him 145 (good, better)."
"English","8 a.m. First day at new job."
"English","Must begin as mean to go on, with new calm, authoritative image."
"English","8:30 a.m. Mum just rang, I assumed to wish me luck for the new job."
"English","she said, pausing breathlessly and expectantly."
"English","My mind went blank."
"English","Brian – and – Elaine?"
"English","Begetters of the overperfect Mark Darcy."
"English","I hissed, suddenly suspicious."
"English","Had a clock on his desk, tick-tock-tick-tock."
"English","Put something smart and bright on."
"English","What about that lovely cerise two-piece you used to wear?"
"English","Felt so bad when she put the phone down that smoked five Silk Cut in row."
"English","Non-vg start to day."
"English","In bed, completely exhausted."
"English","I was late through no fault of my own."
"English","It was impossible to get into the TV studios as I had no pass and the door was run by the sort of security guards who think their job is to prevent the staff from entering the building."
"English","By this time it was 9:25 and the conference was at 9:30."
"English","Patchouli eventually appeared with two huge barking dogs, one of which started jumping up and licking my face while the other put its head straight up my skirt."
"English","and then disappeared, dragging the dogs."
"English","By the time I got in to the office, therefore, the meeting had started and everyone stared except Richard, whose portly form was clad in a strange green woolen boilersuit."
"English","he said, staring at me blakly."
"English","A leery smile spread across his face."
"English","There was a long pause."
"English","When the meeting was over I rushed to the loo to recover my composure where Patchouli was making herself up next to her friend, who was wearing a sprayed-on dress that showed her underpants and midriff."
"English","the girl was saying to Patchouli."
"English","Both girls looked at me, horrified, with their hands over their mouths."
"English","I am not sure if I am going to be able to stand this."
"English","Saturday 9 September"
"English","8st 12 (v.g."
"English","advantage of new job with attendant nervous tension), alcohol units 4, cigarettes 10, calories 1876, minutes spent having imaginary conversations with Daniel 24 (excellent), minutes spent imagining rerun of conversations with mother in which I come out on top 94."
"English","11:30 a.m. Why oh why did!"
"English","give my mother a key to my flat?"
"English","I was just-for the first time in five weeks-starting a weekend without wanting to stare at the wall and burst into tears."
"English","I was weighing out 100 grams of cereal for my breakfast using a bar of chocolate (the weights for the scales are in ounces which is no good because the calorie chart is in grams)."
"English","she said, beginning to open and shut all the cupboard doors."
"English","I said, standing in my socks and nightie trying to wipe the mascara from under my eyes."
"English","Apparently he made a fortune in America ."
"English","I said, to shut her up."
"English","she said, picking up the inexplicable sewing machine as she headed for the door."
"English","I am not going to spend another evening being danced about in front of Mark Darcy like a spoonful of puried turnip in front of a baby."
"English","I am going to have to leave the country or something."
"English","8 p.m. Off to dinner party."
"English","All the Smug Marrieds keep inviting me on Saturday nights now I am alone again, seating me opposite an increasingly horrifying selection of single men."
"English","It is very kind of them and I appreciate it v. much but it only seems to highlight my emotional failure and isolation – though Magda says I should remember that being single is better than having an adulterous, sexually incontinent husband."
"English","well, you know ."
"English","said Magda, rather too eagerly."
"English","There was a stunned silence."
"English","Where am I going to find a twenty-three-year-old who will come to dinner with Smug Marrieds on a Saturday night instead of taking contaminated Ecstasy tablets?"
"English","Friday 15 September"
"English","9st, alcohol units 0, cigarettes 4 (v.g."
"English","he shouted, at which point the dogs under his desk woke up and started jumping about and barking."
"English","yelled Patchouli above the din."
"English","She was wearing a crocheted midi-dress with a floppy straw hat and an orange Bri-nylon saddle-stitched blouse on top."
"English","As if the things I used to wear in my teens were a hilarious joke."
"English","OB crew outside Boots in the shopping center, live at five-thirty."
"English","Number of Dole Youths approached 44, Number of Dole Youths agreed to be interviewed 0."
"English","Manchester-London train 7 p.m. Ugh."
"English","By 4:45 I was running hysterically between the concrete flower tubs, gabbling."
"English","asked the cameraman with no attempt to feign interest."
"English","then rushed round the corner and hit myself on the forehead."
"English","where the fuck ."
"English","Then I spotted a cash machine on the wall."
"English","By 5:20 six youths claiming to be unemployed were neatly lined up in front of the camera, a crisp ?20 note in each of their pockets while I flapped around trying to make oblique amends for being middle-class."
"English","I began, to the expectant faces."
"English","The youths clearly thought I had a syndrome that made me want to pretend I worked in TV."
"English","Worse, with working like a mad thing all week and coming up to Manchester I had been unable to do anything about the no-date trauma tomorrow."
